"A375-MDSC1"	"A375-MDSC2"	"A375-MDSC3"	"MDSC+4-IPP1"	"MDSC+4-IPP2"	"MDSC+4-IPP3"	"Cultured Monocytes1"	"Cultured Monocytes2"	"Cultured Monocytes3"
"MFAP5"	2.79359	2.79359	2.79359	3.26129	2.99102	2.97969	2.76183	2.58323	2.9702
"MFGE8"	2.66476	2.84247	2.63727	2.91084	3.30737	3.27786	2.52951	2.5089	2.72101
"MFHAS1"	4.82039	4.93805	5.00111	5.67736	6.09083	5.61025	4.70318	5.23551	5.02369
"MFI2"	2.741755	2.896445	2.97818	3.348195	3.28274	3.20105	2.854265	2.876515	2.95429
"MFN1"	2.55899	2.50472	2.42569	3.01971	2.65656	2.62723	2.5451	2.32588	2.56425
"MFN2"	5.63213	5.62918	5.62215	6.02869	5.264735	5.77091	5.72558	5.852525	5.7752
"MFNG"	5.36248	5.36422833333333	5.51713166666667	4.810605	4.75218	4.89775666666667	5.23594833333333	5.16963666666667	5.16597833333333
"MFSD1"	3.69724	3.3246	3.15165	4.47364	4.27981	4.02184	3.64687	3.90245	3.76404
"MFSD10"	3.897815	3.93124	3.81397	4.48434	4.484155	3.97408	3.7733	3.81161	3.842205
"MFSD11"	9.77135333333333	9.81830333333333	9.81814	8.11473666666667	7.97336	8.12447	6.59360333333333	6.71508666666667	6.51053666666667
"MFSD3"	3.96445	3.91213	4.11675	3.89373	4.17177	4.54201	4.11675	4.2125	4.40295
"MFSD4"	2.97401	3.01627	3.01627	3.39366	3.48397	3.36718	3.01627	2.7139	2.89509
"MFSD5"	8.36977833333333	8.30496166666667	8.338495	7.78000833333333	7.75702833333333	7.70494833333333	9.46137333333333	9.42838	9.38213666666667
"MFSD7"	2.66152666666667	2.70497333333333	2.57177333333333	2.88308	2.94647	3.00973666666667	2.64169666666667	2.66090666666667	2.63542333333333
"MFSD8"	8.3646525	8.3907025	8.4580675	8.5221625	8.4685875	8.3090475	8.8205925	8.7973	8.7876575
"MFSD9"	2.58517	2.72397	2.44701	3.26129	2.94221	2.89024	2.79359	2.88965	2.96479
"MGA"	7.74915	7.72872	7.75778	7.993915	7.86233	7.89259	7.44838	7.214155	7.2125
"MGAM"	5.08993	5.23846	5.263745	5.31162	4.954375	5.192915	5.57219	5.547925	5.397685
"MGAT1"	3.8153	3.981485	3.89261	3.99924	4.472845	3.91955	4.27963	4.00138	3.974525
"MGAT2"	7.86582666666667	7.92667333333333	7.98912333333333	7.61632333333333	7.37865666666667	7.72617666666667	7.55925333333333	7.34069	7.41276666666667
"MGAT3"	7.05624	7.105305	7.173225	7.6503	7.999905	7.76072	6.94319	6.96605	6.87213
"MGAT4A"	3.01255	2.963625	2.738545	3.04596	2.784535	3.21185	3.26575	3.011335	3.33704
"MGAT4B"	2.74639	2.78970857142857	2.65248428571429	3.17853714285714	3.16961571428571	3.00297571428571	2.81508428571429	2.92037857142857	2.90217142857143
"MGAT4C"	7.055145	7.200835	7.08254333333333	6.795465	6.71760666666667	6.87953166666667	6.987755	7.03460166666667	7.05714166666667
"MGAT5"	2.95589	2.63322	2.86642	3.62489	3.23715	2.95589	2.95589	2.95589	2.65095
"MGAT5B"	5.94769666666667	5.87900666666667	6.15094333333333	6.51905666666667	6.56188333333333	6.46197666666667	6.27823333333333	6.33645666666667	6.39817
"MGC15705"	7.23905	7.106895	7.272585	7.432275	6.76093	6.955735	7.07682	6.94201	7.10496
"MGC16075"	3.34214	3.21187	3.15499	3.75274	4.55876	4.62334	3.22386	3.03845	3.13494
"MGC24103"	6.93952333333333	6.88239	6.81935333333333	6.42461333333333	6.57514666666667	6.35197333333333	6.66792666666667	6.48324333333333	6.66469666666667
"MGC27345"	7.38310857142857	7.41331571428571	7.29562428571429	7.19246571428571	7.15184285714286	6.85554285714286	8.50679571428571	8.36458857142857	8.21859
"MGC29506"	9.29468833333333	9.25992833333333	9.27249666666667	8.66579	8.70069833333333	8.67001166666667	9.20843666666667	9.14583	9.080865
"MGC34800"	6.71972333333333	6.61369	6.69274666666667	6.62464333333333	6.60692666666667	6.41252333333333	7.10502	6.96424	6.91032333333333
"MGC39372"	9.05743714285714	9.04224714285714	9.08426285714286	8.63567571428571	8.57547857142857	8.28326714285714	8.65553285714286	8.50920428571429	8.44794428571429
"MGC39545"	5.12005	5.360055	5.05506	5.789125	5.50403	5.891525	6.011845	6.01894	5.79082
"MGC39584"	2.96989	2.94483333333333	3.22776666666667	3.10306666666667	3.29171	3.12085666666667	3.10746666666667	3.16446333333333	3.08613333333333
"MGC42105"	11.2066	11.18275	11.1549	10.88045	10.7662	10.8471	10.6592	10.6753	10.66125
"MGC4294"	7.43289	7.5219725	7.45425	7.2733925	7.4096575	7.4204225	7.1314925	7.1121975	7.1749075
"MGC45800"	7.27810666666667	7.28177333333333	7.30005	6.85876666666667	6.90255333333333	7.01329	6.78106333333333	6.775	6.79659
"MGC45922"	2.503485	2.535595	2.68019	2.99879	3.129255	2.756395	2.591435	2.583075	2.69995
"MGC50722"	6.92790666666667	7.1033	7.12543666666667	6.06444	6.32941333333333	6.16888666666667	8.53943666666667	8.63582666666667	8.61444
"MGC87042"	4.26808	4.72445	4.64412	5.32619	5.28002	5.22126	4.6902	4.3384	4.39726
"MGEA5"	2.87939	2.80261	2.74173	3.22483	2.76431	3.07525	3.06596	3.01716	3.11601
"MGLL"	9.93338	9.88343	9.88782	9.40218	9.47832	9.52751	10.0568	10.0744	9.9741
"MGMT"	3.53795	3.75091	3.25969	3.49087	4.33143	3.97611	3.90275	4.26228	4.16914
"MGP"	4.7035	5.14453	4.70503	4.07503	3.96607	4.17854	4.18804	4.30117	4.27332
"MGRN1"	7.10062	7.13991	7.1227775	7.45388	7.3209075	7.46907	6.98581	6.9851075	7.09657
"MGST1"	4.20757	4.031885	3.99977	4.36042	4.747835	4.263645	4.236915	4.335035	4.44246
"MGST2"	6.2395975	6.28998	6.346845	6.5019425	6.029645	6.18965	6.595835	6.54957	6.630355
"MGST3"	8.261376	8.258766	8.262756	8.352672	8.288594	8.37738	8.369808	8.344986	8.262968
"MIA"	2.46375	2.66593	2.517205	2.938715	2.89952	2.799845	2.611975	2.637635	2.66453
"MIA2"	3.62237666666667	3.58781666666667	3.53566333333333	4.21613333333333	4.58166	4.09878	3.40623333333333	3.61939333333333	3.66084666666667
"MIA3"	3.65716	3.60745	3.17838	3.53464	3.60116	3.65559	5.52218	5.35465	5.49225
"MIB1"	5.29902	5.33425	5.15222	5.55463	5.62374	5.37985	5.07896	4.90452	5.45118
"MIB2"	4.25686	4.39146	4.252	4.9957	4.24723	5.13745	4.48717	4.62561	4.84638
"MICA"	3.61598	3.626	3.51289	4.32499	4.22083	4.09858	5.52694	5.05057	5.4526
"MICAL1"	4.4006225	4.3141	4.38126	4.8956625	4.7621125	4.822725	4.3638025	4.5165775	4.4297
"MICAL2"	3.98476777777778	4.04089666666667	4.05188888888889	4.46223111111111	4.42888888888889	4.33156333333333	4.18088777777778	4.18573444444444	4.28501
"MICAL3"	9.821355	9.76306	9.82641	10.3064	9.940895	10.00608	10.065555	10.08685	10.1078
"MICALCL"	5.81308	6.05865	5.93001	6.10343	5.97545	5.81579	6.18725	6.17741	6.28991
"MICALL1"	2.96507	3.03718	3.025865	3.43178	3.018695	3.2286	2.777425	3.19878	3.205115
"MICALL2"	6.57113	6.68136	6.57199	6.46132	6.41231	6.65999	6.78951	6.6444	6.81416
"MICB"	11.5899666666667	11.5381333333333	11.6086	10.9961666666667	10.9735	10.9715333333333	12.3148	12.3017333333333	12.2897333333333
"MID1"	4.32561	4.43749	4.29718	4.30917	4.80136	5.21959	4.44704	4.43749	4.34631
"MID1IP1"	3.60641	3.64628666666667	3.59619	4.52115666666667	4.30252	4.08879666666667	3.76186666666667	3.82276333333333	3.89763
"MID2"	5.81899	5.84957	5.9617475	5.2832	5.2605175	5.2160125	7.733625	7.69981	7.6720475
"MIDN"	2.66638	2.46415	2.53308	2.99872	2.62194	2.62551	2.76268	2.62194	2.84289
"MIER1"	5.506	5.45457	5.54717	4.68191	4.54273	4.14881	4.6374	4.68131	4.51093
"MIER2"	6.28054	6.336275	6.365535	5.84394	5.883375	5.87428	5.59234	5.674215	5.550985
"MIER3"	3.12221	3.26998	2.95103	3.18397	2.79359	3.18397	3.51946	3.45858	3.33214
"MIF"	8.881025	8.807525	8.82181	7.001545	6.88794	6.872035	3.73294	3.404395	3.773735
"MIF4GD"	3.96208	4.08589	3.96384	4.36114	4.4628	5.16841	4.21089	4.30472	4.30487
"MINA"	9.9378	9.956925	10.00457	9.664375	9.645335	9.75899	9.48018	9.45719	9.507815
"MINK1"	6.852525	6.792345	6.855615	7.3777	7.106565	7.06964	7.201275	7.1868	7.255445
"MINPP1"	7.89031	7.81312666666667	8.04641	7.20825	7.18469333333333	6.97945666666667	6.74664666666667	6.70073333333333	6.56626666666667
"MIOX"	8.8174675	8.8850175	8.9273275	8.066385	8.1558775	8.22709	7.6698975	7.626155	7.666505
"MIP"	4.00732111111111	3.99221111111111	3.97596555555556	4.41389111111111	4.56299777777778	4.54638555555556	4.20948777777778	4.30424111111111	4.34480555555556
"MIPEP"	4.378735	4.111165	4.04239	4.57013	4.58712	4.130625	2.985465	2.980975	2.88634
"MIPOL1"	2.76209	2.829245	2.85054	3.1227375	3.07176	3.2241225	2.901135	2.88915	2.8872575
"MIS12"	2.957955	2.916965	3.013715	3.182275	3.29957	3.31205	3.38061	3.343555	3.5054
"MITD1"	2.84237	2.95944	3.12221	3.09471	3.23197	3.53746	3.18976	3.12221	3.27703
"MITF"	7.10634	7.02321	7.12067	7.1069	7.39146	6.86908	7.13503	7.1778	7.12067
"MIXL1"	2.97393	2.97393	2.9158	2.88932	3.68645	2.97393	2.84223	3.09072	2.97393
"MKI67"	5.46313	5.303425	5.494525	6.205665	6.63884	6.611485	5.56326	5.574175	5.70047
"MKI67IP"	6.692915	6.889325	6.81519	7.50527	7.39054	7.74629	7.04835	7.34586	7.16723
"MKKS"	3.5233	3.5233	3.56362	4.45568	4.10398	4.22086	3.82812	3.89499	3.63764
"MKL1"	4.70818	4.58941	4.64285	4.91854	5.16265	4.90544	4.94448	5.06144	4.92972
"MKL2"	8.345095	8.282135	8.304075	6.9964	6.793855	7.16612	7.780765	7.756355	7.70063
"MKLN1"	4.88143333333333	4.81467666666667	4.76697333333333	4.86743333333333	4.84621666666667	4.86084666666667	4.50669333333333	4.59630333333333	4.40354333333333
"MKNK1"	5.7172	5.7172	5.7172	6.22879	6.02824	6.29579	5.69986	5.49633	5.67222
"MKNK2"	9.693925	9.86214	9.81097	9.64032	9.680945	9.863115	9.33842	9.30091	9.31895
"MKRN1"	3.43892333333333	3.497	3.49931333333333	3.74793333333333	4.09132666666667	4.24407333333333	3.46438666666667	3.55422666666667	3.63048
"MKRN2"	8.812225	8.866105	8.95666	8.836635	8.916665	8.921755	9.17942	9.08816	9.14841
"MKRN3"	6.973085	6.91965	6.89338	7.326055	6.99577	7.393525	6.49286	6.61027	6.857715
"MKS1"	3.58916	3.6824	3.77011	2.89012	2.47579	2.65518	2.74891	2.85342	2.91761
"MKX"	3.51135	3.79875	3.90191	3.69869	4.44658	3.79875	3.68551	3.89544	3.69489
"MLANA"	3.808115	3.659175	3.61705	3.958195	3.963255	4.087825	4.372025	4.48627	4.2924
"MLC1"	5.31125	5.446866	5.497044	6.000498	6.184714	6.01561	4.007686	4.042558	3.833736
"MLF1"	6.8777125	6.8343725	6.9343625	7.42185	7.44249	7.24513	7.3316725	7.3019175	7.2983
"MLF1IP"	5.44806	5.56941	5.659255	4.937165	5.308335	5.69517	6.58664	6.56705	6.43728
"MLF2"	5.76646	5.5173	5.38856	6.09995	5.70128	5.76213	7.17525	6.87793	6.97029
"MLH1"	2.62194	2.49148	2.88524	3.38721	3.95045	2.89975	2.86501	2.38394	2.74831
"MLH3"	3.85731	3.82548	3.83248	4.57696	4.18372	4.06904	3.97957	4.17185	3.97957
"MLKL"	7.93540333333333	8.00407666666667	8.03463333333333	8.37855666666667	8.36805333333333	8.41055666666667	7.51093	7.48392666666667	7.47916333333333
"MLL"	2.69205	2.86058	2.78597	3.16218	3.00884	4.11694	2.89505	3.00884	3.0991
"MLL2"	7.06579	7.16048333333333	7.10746333333333	6.90221666666667	6.76763666666667	6.68934666666667	7.29605333333333	7.43267	7.33631666666667
"MLL3"	3.26712	3.07199	3.13504	3.57644	3.447	3.64172	3.52322	3.52069	3.80623
"MLL4"	4.3352	4.06964	3.9513	4.0101	4.61242	4.5424	4.54608	4.29517	4.47339
"MLL5"	6.67098666666667	6.78003	6.7909	7.02658333333333	7.13835333333333	7.00641333333333	8.36089	8.19691333333333	8.13306
"MLLT1"	7.68746666666667	7.61694333333333	7.70837333333333	7.61353	7.39559	7.4471	7.40098	7.50247333333333	7.41152
"MLLT10"	7.71505	7.71597	7.837955	7.08621	6.42051	6.758675	7.865845	7.353745	6.78454
"MLLT11"	6.34575	6.38271	6.33654	5.67696	5.76692	5.59682	6.85366	6.76318	6.69498
"MLLT3"	8.73683	8.851862	8.84865	7.921836	7.857864	8.009424	6.351768	6.202752	6.412708
"MLLT4"	3.3995	3.3995	3.3995	3.39012	3.47566	3.26846	3.40743	3.3995	3.71545
"MLLT6"	9.20852	9.225685	9.238855	9.652305	9.5262	9.452165	9.00025	8.9967	9.075545
"MLN"	6.63196	6.42298	6.70454	6.70454	6.58756	6.90405	6.78951	6.71912	6.86014
"MLNR"	5.2156	5.156908	5.133362	5.17947	5.301232	5.422748	6.732098	6.79268	6.91102
"MLPH"	6.676648	6.683092	6.602794	7.410286	7.564454	7.40948	7.757964	7.784476	7.770392
"MLX"	3.19744	3.19744	3.11148	3.19744	3.379	3.19921	3.28154	3.01408	2.99481
"MLXIP"	10.6673766666667	10.6987033333333	10.6668733333333	9.72125666666667	9.60932	9.76568	9.96449	9.95800333333333	9.98096666666667
"MLXIPL"	2.70995	2.76886	2.61898	2.96479	2.86591	3.00738	2.8991	2.91548	3.04168
"MLYCD"	7.701015	7.749945	7.69552	6.843245	7.325655	6.977835	6.088815	6.06993	6.14261
"MMAA"	2.73431	2.70789	2.63266	2.83538	2.74242	2.84265	2.5451	2.63266	2.54746
"MMAB"	9.15238	9.150276	9.193436	8.261452	8.321854	8.276624	7.222574	7.211144	7.148284
"MMACHC"	5.53920666666667	5.68060666666667	5.71137666666667	5.8383	6.07809	6.23405666666667	5.34958	5.25424	5.11091666666667
"MMD"	4.15513	4.10502	4.03535	5.15166	4.75614	4.71121	4.44193	4.52619	4.70196
"MMD2"	3.10389666666667	3.05755	3.01915833333333	3.02843333333333	3.01629666666667	3.50848666666667	3.74040833333333	3.677235	3.63247166666667
"MME"	3.160255	3.121725	3.082165	3.406615	3.63585	3.624325	3.09347	3.21346	3.220655
"MMEL1"	3.51214	3.19776	3.45402	3.37217	4.07334	3.73958	3.51214	3.60508	3.50372
"MMP1"	4.7936025	4.8381975	4.7527475	5.3709	5.2916125	5.11118	4.885285	4.88725	4.8873625
"MMP10"	6.209485	6.326835	6.24014	6.420885	6.64247	6.591525	7.520745	7.357525	7.297175
"MMP11"	4.16648666666667	4.26238333333333	4.21636666666667	4.18805	3.96156333333333	3.78656	3.40495	3.26464	3.40384333333333
"MMP12"	3.65918	3.61625	3.60896	3.149435	3.13419	3.195625	2.90456	2.872935	3.14646
"MMP13"	5.40244	5.59259666666667	5.62007	5.05093	5.45327	5.37292666666667	8.53094666666667	8.47630666666667	8.50220666666667
"MMP14"	6.29259666666667	6.15208	6.21866666666667	6.11222	6.00081	6.01234666666667	5.05144666666667	5.08986666666667	4.90994
"MMP15"	3.128445	3.14436	3.096095	3.730905	3.551	3.47109	3.23928	3.24905	3.15265
"MMP16"	3.63108	3.6789	3.24379	4.11909	4.19838	4.28492	3.66531	3.63108	3.6068
"MMP17"	4.19566	4.25912	3.80207	4.59093	4.17687	4.38428	4.49276	4.83991	4.72997
"MMP19"	7.52419	7.51334	7.48601	6.85573	7.1993	6.34934	6.8629	6.7543	6.73863
"MMP2"	5.45277	5.25982	5.33559	4.35853	4.78042	4.01926	9.15766	9.19203	9.00016
"MMP20"	3.28126	3.18537	3.17084	3.753095	3.244705	3.894395	3.30471	3.55094	3.47885
"MMP21"	3.12099	3.15091	3.02604	3.4893	3.17344	3.677465	3.143715	3.268865	3.13067
"MMP24"	8.64241	8.65784	8.68458	8.19351	8.02497	7.84009	8.68529	8.4929	8.53721
"MMP25"	2.67491	2.72147	2.62827	3.0828	3.1579	2.86773	2.79359	2.63142	2.6377
"MMP26"	2.69876	2.74173	2.75118	3.40595	2.98107	2.92988	2.5451	2.74173	2.70617
"MMP27"	3.35827	3.20016	3.19497	3.535135	3.448615	3.713105	3.47175	3.795205	3.70714
"MMP28"	4.36999	4.03915	4.34804	5.20967	4.87704	5.11576	5.19087	5.26282	4.76484
"MMP3"	8.52991666666667	8.45349333333333	8.36120666666667	8.54195	8.61029	8.97290333333333	6.93874	6.96848333333333	7.08855
"MMP7"	5.38856	5.26635	5.49735	5.45018	5.25187	5.47927	5.38856	5.38856	5.24197
"MMP8"	3.79487	4.14446	3.65621	4.38067	4.7004	4.72672	3.9954	4.14446	4.18981
"MMP9"	4.0428	3.75092	3.76013	4.37247	4.77659	4.22208	4.21851	4.41566	4.21851
"MMRN1"	5.82754	5.81924	5.65823	6.2711	6.13916	6.26988	5.67062	5.81993	5.81611
"MMRN2"	2.44501	2.49272	2.44941	2.84490666666667	2.53828	2.87039333333333	2.48766333333333	2.43751	2.44973333333333
"MN1"	4.06047	3.87465	4.16239666666667	3.47624666666667	4.14724666666667	4.04520666666667	4.04774666666667	4.17721666666667	4.01657666666667
"MNAT1"	5.372	5.4806725	5.50412	5.466795	5.537595	5.3271225	7.6687225	7.644695	7.84095
"MND1"	2.44385	2.60631	2.64716	2.65225	2.80651	3.02557	2.64716	2.71655	2.64716
"MNDA"	5.308735	5.30338	5.350395	4.91332	3.93908	4.382805	5.783515	5.80758	5.812325
"MNS1"	2.6456	2.59879	2.58909	2.6456	3.1408	3.38212	2.54061	2.74173	2.6098
"MNT"	6.90429	6.950495	6.884395	5.94807	6.19395	6.193895	6.5635	6.53235	6.525735
"MOAP1"	2.84926	2.6768	2.75351	2.90451	3.12156	3.54894	2.79443	2.84926	2.8837
"MOBKL1A"	4.214245	4.32955	4.208785	4.889105	4.880705	5.103155	4.175015	4.29042	4.300795
"MOBKL2A"	4.56996	4.339525	4.475225	4.254245	4.037325	4.70157	5.25081	5.389405	5.251845
"MOBKL2B"	4.12604	4.22015375	4.2538	4.5748025	4.573185	4.44207375	4.29934125	4.3186625	4.36639125
"MOBKL2C"	2.47548	2.58853	2.47876	3.0984	3.02595	2.65491	2.74704	2.72101	2.72101
"MOBP"	6.9646	7.07867	6.945715	6.217405	6.5389	6.138345	6.980255	6.96304	6.87952
"MOCOS"	2.31246	2.33085	2.48865	2.66081	3.09577	3.00446	2.44049	2.48865	2.59442
"MOCS1"	7.97696	7.99257	7.82234	7.72613	7.72613	7.99352	7.13277	7.08343	6.86663
"MOCS2"	9.5254	9.42325666666667	9.39394	8.69583333333333	8.59921666666667	8.93667666666667	10.08751	9.99233666666667	10.0674733333333
"MOCS3"	11.99025	11.81945	11.84695	11.43895	11.49045	11.4034	11.0792	11.0548	11.0676
"MOG"	9.17072666666667	9.07311333333333	9.03514666666667	8.71532333333333	8.49684333333333	8.21865	9.37179666666667	9.32645666666667	9.18310333333333
"MOGAT1"	3.22386	3.30746	3.17838	3.30746	3.84738	3.89971	3.36432	3.25235	3.28208
"MOGAT2"	4.52542666666667	4.42393666666667	4.45751	4.91629333333333	4.62211666666667	4.81416	4.42860666666667	4.65877666666667	4.60515666666667
"MOGAT3"	4.072908	4.126258	3.959582	4.367274	4.71365	4.937112	4.287186	4.284472	4.38235
"MON1A"	6.592405	6.69136	6.80647	7.26052	6.82696	7.07058	7.18074	7.2332	7.12096
"MON1B"	7.80341	7.63725	7.82645	6.95627	7.25831	7.01896	7.43156	7.43156	7.42331
"MON2"	8.082945	8.14346	8.14672	8.432695	8.27066	8.45743	8.079185	8.036465	8.051895
"MORC1"	4.64334	4.54169	4.33182	5.57386	5.3284	4.99202	4.40095	4.47772	4.42733
"MORC2"	8.8421325	8.9003475	8.88612	8.3981225	8.303815	8.1634975	9.067925	9.064515	9.0117875
"MORC3"	6.6595375	6.506215	6.63221	6.6808925	6.5465225	6.8653025	9.205605	9.200565	9.01773
"MORC4"	2.87766333333333	2.96991	2.93845	3.03826333333333	2.95827	3.00479333333333	2.88399333333333	2.94958666666667	2.93904666666667
"MORF4L1"	2.54346333333333	2.44317333333333	2.46244666666667	2.72758	2.76031666666667	2.73007666666667	2.53439333333333	2.50314666666667	2.5326
"MORF4L2"	7.55034333333333	7.50096666666667	7.61211	7.88073	7.76500333333333	7.91567333333333	8.67672666666667	8.60124333333333	8.55968333333333
"MORN1"	7.33152	7.3181775	7.2742025	7.4528075	7.5313325	7.3866575	7.0822075	7.0846425	7.0792025
"MORN2"	9.41353	9.4979	9.553625	8.88346	8.85915	8.46569	8.7349	8.86633	8.817825
"MORN3"	3.80427	3.5907	3.80427	3.80427	4.3831	4.22353	3.73406	3.80427	4.08042
"MOS"	10.8308	10.7758	10.8232	9.97831	10.0705	9.93503	9.61343	9.56827	9.53349
"MOSC1"	8.7462	8.76288	8.73823	8.36736	8.48053	8.23973	3.51214	3.54535	3.17838
"MOSC2"	7.90722	7.88922	7.96546	7.20771	7.25705	7.2328	9.02267	8.92601	8.83076
"MOSPD1"	3.0282	3.18533	3.1432	2.99225	3.093855	4.0244	3.255675	3.25731	3.415335
"MOSPD2"	7.430455	7.446195	7.364885	7.05207	6.3214	6.28425	9.021635	8.88528	8.978215
"MOSPD3"	5.50319666666667	5.5365	5.39117333333333	5.35531	5.36733666666667	5.50546666666667	4.54563	4.73338	4.82749
"MOV10"	6.3133925	6.2829725	6.39988	5.802925	5.656885	5.6127175	6.96376	6.897145	6.7456375
"MOV10L1"	3.66443666666667	3.62262	3.82703666666667	4.39648	4.65761666666667	4.56108666666667	3.88275	3.85470333333333	4.06008666666667
"MOXD1"	8.3439	8.2567	8.26756	8.40334	8.47728	8.41554	6.29132	6.10884	6.16909
"MPDU1"	4.05345	3.99748	3.99748	4.42668	3.78749	3.60943	3.88738	4.02191	3.99748
"MPDZ"	7.620845	7.623385	7.705775	7.447675	7.51846	7.1961	7.459245	7.389485	7.451005
"MPEG1"	2.25549	2.57489	2.57489	2.52535	2.84956	2.9258	2.33106	2.74173	2.57489
"MPG"	6.45574	6.573788	6.55883	7.368074	7.389546	7.584922	4.958622	5.225114	5.147284
"MPHOSPH10"	6.71404	6.668765	6.7241	6.4455925	6.1857675	6.18672	6.545245	6.4884125	6.47722
"MPHOSPH6"	6.277308	6.462804	6.385212	6.322382	6.335422	6.228806	6.44323	6.38075	6.390732
"MPHOSPH8"	3.67556	3.626	3.61479	4.02586	3.67821	4.04557	3.71173	3.71173	3.93402
"MPHOSPH9"	2.81976	2.8201675	2.837725	3.1614525	3.156195	3.2726875	2.9590425	2.8012675	2.9007075
"MPI"	6.91542	7.03282	7.11316	6.3057	6.44377	6.3057	5.16878	5.17848	5.53911
"MPL"	4.39236	4.29859	4.2151	4.02295	3.45131	3.94929	3.87436	4.02295	4.16047
"MPND"	6.09751	6.15339333333333	6.04298	6.08412666666667	5.87938	5.75410666666667	6.73659	6.66961	6.57898666666667
"MPO"	6.93645	6.89057666666667	6.99447333333333	7.04330666666667	6.98688666666667	7.19100333333333	7.29056	7.29519666666667	7.20230666666667
"MPP1"	3.14501666666667	3.20086	3.38325333333333	3.73771333333333	3.63955	3.41777666666667	3.43681333333333	3.67239333333333	3.47637333333333
"MPP2"	4.74134	4.92889	4.87797333333333	4.67203	4.85094666666667	4.76845333333333	4.91135333333333	5.03387	5.01143666666667
"MPP3"	9.52119	9.461255	9.507335	7.72039	7.794165	7.525445	5.44001	5.222375	5.422215
"MPP4"	6.99624	7.02671	6.93576	6.961615	6.93478	7.02372	8.280625	8.20234	8.012415
"MPP5"	3.39435	3.25456	3.45402	3.09836	3.55062	3.95424	3.52969	3.77544	3.58098
"MPP6"	4.80376	4.66475666666667	4.67502333333333	5.41530333333333	5.63601333333333	5.29276666666667	5.03541333333333	5.10431333333333	4.96388333333333
"MPP7"	7.28438666666667	7.34569333333333	7.31299666666667	7.73234	7.51609666666667	7.52549666666667	6.88228333333333	6.86001666666667	6.80421
"MPPE1"	7.77383	7.81864	7.85417	8.9659	8.70952	8.93887	7.87035	7.72013	7.87035
"MPPED1"	7.40261	7.4288625	7.481105	6.9091875	6.8489175	6.869045	7.5427125	7.3882825	7.6639025
"MPPED2"	7.322335	7.35524	7.37326	7.773465	7.336605	7.6342	7.125455	7.115475	7.20769
"MPST"	13.7546666666667	13.7751666666667	13.8081	13.9092	13.8748	13.8544	14.1017666666667	14.0942666666667	14.1162
"MPV17"	7.749675	7.746046	7.730072	7.176633	7.333197	7.370906	6.594953	6.614758	6.562868
"MPV17L"	10.8176666666667	10.8466666666667	10.7656333333333	10.6327666666667	10.5161766666667	10.4919333333333	10.4074333333333	10.3332266666667	10.4028333333333
"MPZ"	4.324185	4.31612	4.36461	5.29889	5.05632	5.045465	4.415285	4.267325	4.41763
"MPZL1"	2.37884	2.36937	2.37431333333333	2.79352666666667	2.65166333333333	2.66395666666667	2.40611	2.35061	2.36795333333333
"MPZL2"	3.05671	2.79359	2.95066	3.7507	3.18724	2.92013	3.04952	3.13139	3.13696
"MPZL3"	11.449906	11.452588	11.412066	11.474064	11.168484	11.13882	10.925886	10.97474	10.890102
"MR1"	4.8803	4.89626333333333	4.91808333333333	4.08268333333333	4.62581666666667	4.42446333333333	4.75141333333333	4.67405	4.68092666666667
"MRAP"	5.03832333333333	5.01252	5.12231666666667	4.87413333333333	5.08921333333333	5.29795	6.55362333333333	6.35604666666667	6.19431333333333
"MRAS"	6.83422	6.87387	6.84663	7.24245	6.99725	7.50013	6.37163	6.63236	6.66555
"MRC2"	6.51356	6.62082	6.56132	8.91588	8.88009	9.27042	9.51957	9.32386	9.34561
"MRE11A"	9.40616	9.52083	9.50438	9.289	9.27003	9.12715	8.73926	8.75504	8.73175
