"A375-MDSC1"	"A375-MDSC2"	"A375-MDSC3"	"MDSC+4-IPP1"	"MDSC+4-IPP2"	"MDSC+4-IPP3"	"Cultured Monocytes1"	"Cultured Monocytes2"	"Cultured Monocytes3"
"MAP2K6"	4.124292	4.107844	4.08153	4.204238	4.53137	4.317484	3.805288	3.773024	3.76233
"MAP2K7"	9.588555	9.620145	9.512355	8.64115	8.753065	8.23658	7.46512	7.455445	7.405525
"MAP3K1"	3.235325	3.35948	3.099125	3.166065	4.005475	3.77328	3.404125	3.41016	3.389
"MAP3K10"	3.68547	3.836315	3.69653	3.454715	4.058855	3.65407	3.8281	3.72118	3.74891
"MAP3K11"	7.82401666666667	7.79151	7.86808333333333	8.12402333333333	8.05099	7.99750666666667	7.68751333333333	7.63703666666667	7.57723333333333
"MAP3K12"	4.42051	4.57263	4.24309	4.31738	4.86468	4.63172	4.56401	5.10942	4.6621
"MAP3K13"	6.09273	6.23503	6.09273	6.44244	6.8793	6.09273	6.09273	6.04455	5.80704
"MAP3K14"	6.92691	7.01066	7.06963	7.54929	6.96076	6.91028	6.78224	6.80867	6.75648
"MAP3K15"	5.35283833333333	5.407835	5.467515	5.38172833333333	5.4358	5.47464833333333	6.26202	6.18687166666667	6.24129166666667
"MAP3K2"	3.46791	3.386765	3.458695	4.181365	3.749225	3.890945	3.778015	3.66081	3.66081
"MAP3K3"	5.87584	5.72816666666667	5.77143333333333	5.69518666666667	5.67596666666667	5.75958333333333	5.17433666666667	5.15557	5.20851666666667
"MAP3K4"	5.067195	5.1788875	5.0497175	5.0724725	4.8817725	5.4129725	5.548615	5.6118825	5.6248275
"MAP3K5"	6.087366	6.18039	5.936458	5.955096	6.046436	5.844366	5.331246	5.559266	5.438936
"MAP3K6"	6.05581	6.08636	6.14693	4.93387	4.61161	4.961015	3.31761	3.300375	3.073485
"MAP3K7"	3.84674	3.96864	4.0653	3.96864	4.0653	4.5349	4.09371	4.14203	4.10438
"MAP3K8"	5.84551	5.68168	5.81041	4.88174	5.07849	5.497	4.44378	4.40387	4.45164
"MAP3K9"	6.062205	6.13514	6.031185	6.755255	6.82369	6.862005	6.557515	6.916	6.67909
"MAP4"	4.03635	3.968375	4.37232	4.70467	4.868065	4.111215	5.82031	5.69691	5.70806
"MAP4K1"	6.99794	6.99628	7.07151	6.44965666666667	6.50861666666667	5.99862333333333	7.78311666666667	7.80101666666667	7.64930333333333
"MAP4K2"	4.51891	4.379145	4.25541	4.809715	4.464575	4.74164	4.43441	4.567755	4.45034
"MAP4K3"	2.71260333333333	2.74369333333333	2.48236	2.93637	2.76582333333333	2.62384	2.69419666666667	3.03942333333333	2.93652
"MAP4K4"	4.31481	4.36626	4.27602	5.34351	5.34351	4.89744	8.02625	7.77256	7.7407
"MAP4K5"	4.2431225	4.1306575	4.2437525	4.1317625	4.3383025	3.848405	4.300685	4.333385	4.4277925
"MAP6"	5.34052	5.38673	5.36984	5.4435	5.41511	5.36817	4.20115	4.35186	3.99249
"MAP6D1"	3.85696	4.1961	3.8195	3.92097	4.51503	4.91693	7.20239	7.21107	6.9906
"MAP7"	2.89493	2.93959333333333	2.93079666666667	3.09261666666667	3.18236666666667	3.21384666666667	3.11917666666667	3.34838666666667	3.3408
"MAP7D2"	5.99206	5.95234	5.67024	6.03215	6.40274	6.31904	6.03646	6.14889	6.03983
"MAP7D3"	4.38993	4.3309	4.28922	4.72391	4.79373	4.72948	4.41407	4.36145	4.38993
"MAP9"	5.68729	5.70842	5.54115	5.71645	5.79471	5.76594	5.86481	5.99935	5.89972
"MAPK1"	2.96479	2.96479	2.88724	2.96479	2.98878	2.97047	2.93486	3.17036	2.96479
"MAPK10"	3.82957	4.0156	3.983315	4.196175	3.992265	4.355205	4.065795	4.127185	4.29334
"MAPK11"	5.12995	5.09154	5.12995	5.16937	5.00111	5.46546	5.12995	5.12995	5.22057
"MAPK12"	4.45568	4.14446	4.3403	5.0525	4.96089	4.60385	4.43113	4.45568	4.1861
"MAPK13"	4.989505	4.964595	4.8908	5.180765	4.515325	4.85421	4.631685	4.882825	4.891795
"MAPK14"	6.60284666666667	6.65172666666667	6.61147666666667	7.17058	6.96634333333333	6.86939333333333	6.76730333333333	6.76348	6.75127
"MAPK15"	2.69805	2.6347	2.96923	2.85657	3.37226	3.28419	2.69194	2.84289	2.54898
"MAPK3"	5.982325	6.01935	5.9044775	6.2232425	6.0662225	6.2652025	7.478405	7.47585	7.53028
"MAPK4"	3.02529	3.03989333333333	3.00591666666667	3.19857666666667	3.17514666666667	3.46137	3.07951333333333	3.28908333333333	3.15029666666667
"MAPK6"	6.4224475	6.553055	6.5973025	5.5195175	5.46513	5.3569625	6.1288275	6.0558475	6.02058
"MAPK7"	2.81382	3.38924	2.73152	3.36104	3.48954	3.14613	3.57613	3.32363	3.45593
"MAPK8"	11.073	11.1913	11.1407	10.9003	11.0336	10.964	9.12126	9.14137	9.19316
"MAPK8IP1"	4.22068	4.37424	4.62053	3.92105	4.72854	4.85936	3.57439	3.94478	3.66531
"MAPK8IP2"	5.35032333333333	5.41401	5.5642	6.50146333333333	5.83002666666667	5.85905	4.84262	4.77861333333333	4.78443
"MAPK8IP3"	8.76285	8.76383	8.805515	8.097435	8.15134	7.85489	7.804325	7.8054	7.781425
"MAPK9"	7.01291	7.0624	7.0624	7.66096	7.59581	7.83919	7.08708	6.74388	6.66532
"MAPKAP1"	2.58323	2.59435	2.64432	2.51671	2.98713	3.14108	2.57181	2.73672	2.67348
"MAPKAPK2"	6.03407	5.84582	5.69051	6.572495	6.302945	6.54922	6.27666	6.39629	6.272945
"MAPKAPK3"	6.02173	6.03002	6.27468	6.96316	6.74142	7.194	5.5755	5.17322	5.35365
"MAPKAPK5"	7.59199	7.59728	7.57616	7.93846	8.02952	7.96168	8.07464	8.11999	8.19612
"MAPKBP1"	2.893451	2.83938	2.848223	2.909094	2.970145	3.088752	2.935612	2.983431	2.986741
"MAPRE1"	4.136	4.02137	3.82813	4.77785	4.25993	3.9722	3.65221	3.90814	3.74538
"MAPRE2"	3.40925	3.22655	3.33344	3.73797	3.26649	3.45759	3.79248	3.96161	3.68034
"MAPRE3"	2.33223	2.53308	2.31579	2.63589	3.29882	2.56825	2.36817	2.53308	2.53308
"MAPT"	6.2291	6.035145	6.270035	6.62001	6.444925	6.4763	7.119795	7.07544	7.135315
"MARCKS"	5.48876	5.52993666666667	5.57481333333333	5.86370666666667	6.27757666666667	5.79990666666667	5.69692333333333	5.74087	5.68432333333333
"MARCKSL1"	3.11394	3.11958666666667	3.28146666666667	3.14937	3.05649	3.49092666666667	3.31217333333333	3.27534333333333	3.32111666666667
"MARCO"	9.860705	9.73763	9.65203	9.112205	9.17021	9.3117	10.31955	10.2576	10.3701
"MARK1"	2.57985	2.64463	2.60443	3.31446	3.00884	2.8957	2.59533	2.47354	2.6885
"MARK2"	3.04153333333333	3.08398	3.09927666666667	3.42093333333333	3.40881666666667	3.37244	3.30800333333333	3.16636	3.27563
"MARK3"	8.995435	8.908845	8.91334	8.62582	8.515955	8.54546	5.456585	5.670475	5.59593
"MARK4"	5.769135	5.77673	6.0407925	6.3263025	5.9154575	6.044875	6.091655	5.88623	6.06575
"MARS"	2.65569	2.6768	2.82357	2.90877	3.5619	3.57094	2.87364	3.01209	3.06068
"MARS2"	2.72032666666667	2.84075333333333	2.77125333333333	2.98107666666667	2.86744	3.32368666666667	2.78274666666667	2.89730666666667	2.93159333333333
"MARVELD2"	9.71498	9.7109	9.75536	9.3222	9.4831	9.72366	9.18099	9.34491	9.19854
"MARVELD3"	3.59142833333333	3.53244166666667	3.47402333333333	4.20758666666667	3.91793166666667	4.20029	4.64656833333333	4.68072833333333	4.62206666666667
"MAS1"	6.652045	6.660705	6.81551	6.64041	6.852145	6.49545	6.6269	6.664685	6.618645
"MAS1L"	2.96479	2.81248	2.79359	3.30763	3.33001	3.22522	3.33384	2.94938	2.94999
"MASP1"	2.84846777777778	2.95273	2.87461666666667	3.17575111111111	3.18238111111111	3.25740777777778	2.95924555555556	3.01651777777778	3.04754666666667
"MASP2"	8.0173425	7.891265	8.03692	7.3351275	7.33838	7.115835	7.582885	7.6969625	7.48215
"MAST1"	7.65463	7.60642	7.6525	7.6474	7.66552	7.49965	5.79028	5.67578	5.74816
"MAST2"	4.17191888888889	4.07181555555556	4.12140666666667	3.49592555555556	3.75942888888889	3.68002222222222	3.33662555555556	3.44638666666667	3.38862666666667
"MAST3"	5.32122285714286	5.39563428571429	5.32294142857143	5.91592571428571	6.01012857142857	5.94995428571429	5.68154571428571	5.73886285714286	5.82092428571429
"MAST4"	7.22621333333333	7.32349333333333	7.29948833333333	7.05341333333333	7.26308666666667	7.325455	6.03407666666667	5.93348833333333	5.86508833333333
"MASTL"	8.24996	8.28771	8.27869	6.64664	5.96178	6.63577	6.86854	6.91028	6.56132
"MAT1A"	6.251215	6.21494	6.21154	5.37693	5.589585	5.541585	6.253365	6.22399	6.32378
"MAT2A"	5.2463	5.07142	4.86665	6.28437	5.29176	5.92076	5.35921	5.37611	5.29176
"MAT2B"	7.47325	7.41243666666667	7.44323	7.87253	7.63749	7.74439	7.70441666666667	7.71813	7.65202333333333
"MATK"	3.35634	3.35634	3.35634	3.968	3.35634	3.09937	3.39997	3.46811	3.31853
"MATN1"	4.256855	4.294115	4.101475	4.80303	4.88915	4.180135	4.31156	4.127565	4.223235
"MATN2"	7.085805	7.173765	7.15082	7.400515	7.215015	7.49493	7.95754	7.834185	7.875845
"MATN3"	9.58314	9.70885	9.58463	9.3241	9.3225	9.12611	9.5708	9.65427	9.69961
"MATN4"	2.63149	2.64861	2.63694	2.60502	2.62194	2.71044	2.97387	2.64861	2.63033
"MATR3"	4.48082	4.45656	4.30061333333333	4.63922333333333	4.97382666666667	5.16552333333333	4.45242666666667	4.44732	4.49871
"MAX"	9.14455333333333	9.09038666666667	9.15517333333333	8.69712333333333	8.58786333333333	8.49917	10.1555033333333	10.1241166666667	10.08425
"MAZ"	2.9373675	2.751945	2.774665	3.27925	3.36478	3.174165	2.8750725	2.847485	2.972535
"MB"	4.97841333333333	4.97699333333333	4.80046333333333	5.52717	5.03996	5.65004333333333	4.95464333333333	5.03461	5.08723333333333
"MBD1"	4.6791	4.73203333333333	4.86345666666667	4.82636	4.52385333333333	4.61623666666667	8.36550666666667	8.32669333333333	8.24749
"MBD2"	7.19678333333333	7.24268	7.28008333333333	7.01617666666667	6.68712333333333	6.57028333333333	7.95770666666667	8.04060666666667	7.90328
"MBD3"	3.481565	3.483845	3.721205	3.78446	3.977895	4.336155	3.95851	4.01628	3.9021
"MBD3L1"	6.8407225	6.79349	6.8154725	6.5417625	6.2977575	5.9664525	7.2785475	7.1937475	7.2266575
"MBD4"	8.01513666666667	8.04466333333333	7.98641333333333	7.36631666666667	7.36966666666667	7.14399333333333	7.72667	7.82755666666667	7.79635666666667
"MBD5"	4.595095	4.71277	4.656485	4.57618	4.43061	4.980605	7.886745	7.392675	7.52426
"MBD6"	6.69971	6.73687	6.48623	6.57782	6.39797	6.23	4.32393	4.80136	4.8736
"MBIP"	3.40668428571429	3.42246857142857	3.37055285714286	3.55358285714286	3.90127428571429	3.99183857142857	3.53368857142857	3.51614285714286	3.47755428571429
"MBL2"	4.18465	4.34473	4.46123	4.66233	5.24933	4.61227	4.89159	4.77073	4.84842
"MBNL1"	4.68479875	4.6758975	4.59436625	5.39148	5.44142	5.24972625	4.94980375	5.054845	4.9889225
"MBNL2"	6.17504833333333	6.306495	6.241945	6.61672666666667	6.53542833333333	6.69261666666667	6.984365	7.073	7.050755
"MBNL3"	4.94779	4.50627	4.42829	4.83521	5.301	4.82019	4.84932	4.83521	4.92916
"MBOAT1"	4.99989	4.63247	4.874445	5.674495	5.37519	6.022155	5.235255	5.19207	5.5519
"MBOAT2"	5.78738	5.72127	5.85555	6.8989	6.5307	6.39848	6.0981	6.22267	5.99397
"MBOAT7"	5.660255	5.790465	5.591065	5.3771	5.705645	5.754285	5.66025	5.49588	5.660255
"MBP"	8.43577	8.39928	8.4455075	7.27324	7.2822475	7.25576	8.4755875	8.4180175	8.3565875
"MBTD1"	6.97951	6.98992333333333	7.07568666666667	8.94274	8.62493333333333	8.57739333333333	8.64105	8.57787	8.46752333333333
"MBTPS1"	6.82225	6.88430666666667	6.87212333333333	7.75421333333333	7.50053333333333	7.58132	7.83655666666667	7.80268666666667	7.79274666666667
"MBTPS2"	4.2540125	4.1851075	4.2068175	5.2187475	5.48135	5.4078225	4.35513	4.2911275	4.361555
"MC1R"	6.824435	6.595525	6.63929	5.911055	6.124595	5.71804	7.08188	6.99187	6.852895
"MC2R"	6.05545	6.04619285714286	6.01181142857143	6.47680857142857	6.47099714285714	6.58250142857143	5.51313142857143	5.56417714285714	5.59722428571429
"MC3R"	4.643775	4.707355	4.61893	4.797095	5.04112	4.6034	5.942245	5.8781	5.97855
"MC4R"	7.040894	6.971504	7.149806	7.305526	7.13043	7.16593	7.33715	7.314526	7.317694
"MC5R"	3.72736	3.67866	3.77734	4.73748	4.33528	4.34478	3.92818	4.06767	3.92818
"MCAM"	4.89498666666667	4.98900666666667	4.77838	5.34336333333333	5.19825	5.24423666666667	4.999	5.00698333333333	5.02995333333333
"MCART1"	4.11988	3.73689	3.84622	3.75323	4.4223	4.02283	3.51214	3.26045	3.57389
"MCART6"	7.482935	7.49681666666667	7.460705	7.05750333333333	7.128585	6.94651333333333	8.11363333333333	8.06618	8.11943333333333
"MCAT"	2.74055	2.60638	2.36528	3.49274	3.27037	2.6768	2.6768	2.73902	2.6768
"MCC"	3.02164	3.19744	3.17832	3.20467	3.74317	3.42658	3.6068	3.6746	3.61303
"MCCC1"	8.17252	8.23979	8.31394	8.64907	8.58046	8.59875333333333	7.19385666666667	7.07049666666667	7.13218
"MCCC2"	3.17036	3.06343	3.22142	3.17036	2.93319	3.36828	3.1569	3.80354	3.7273
"MCEE"	3.811358	3.79691	3.725324	4.159588	4.083682	3.948152	3.984168	3.943524	3.84374
"MCF2"	2.74477	2.73232	2.68448	2.94185	2.723595	2.80687	2.57324	2.620525	2.5942175
"MCF2L"	7.00983	7.04890333333333	6.9029	6.80576666666667	6.99135666666667	6.92049666666667	7.20467333333333	6.97582333333333	7.14543333333333
"MCF2L2"	9.88664666666667	9.97027	9.90811666666667	9.94621333333333	9.57222666666667	9.59964	10.8941466666667	10.87804	10.8929833333333
"MCFD2"	3.34564	3.47398	3.31268	3.82932	3.977445	3.698075	3.997955	3.712905	3.69935
"MCHR1"	6.99314	6.87473	6.85006	7.19557	7.41192	7.47758	6.61079	6.821	6.83321
"MCHR2"	9.3074125	9.4157525	9.3246575	9.28557	9.4333575	9.4458825	9.2383025	9.13583	9.27117
"MCL1"	3.955022	4.090526	4.008718	4.083318	4.2353	3.966026	4.093718	4.15716	4.142268
"MCM10"	3.83728	3.61588	3.55252	3.57097	4.75755	4.56769	3.82308	3.77151	3.84115
"MCM2"	4.11176333333333	4.02388666666667	4.08872666666667	4.41232333333333	4.67603	4.28018333333333	4.40798333333333	4.46334	4.36436
"MCM3"	5.45891333333333	5.52149333333333	5.458625	6.35617166666667	6.311675	6.048205	5.49463333333333	5.53392166666667	5.51921333333333
"MCM3AP"	5.84501666666667	5.77908666666667	5.69445666666667	4.34428666666667	4.85294666666667	4.24612333333333	4.85342333333333	4.89502333333333	4.65282
"MCM4"	4.76484	4.77739	4.94378	4.99563	5.61141	5.00937	5.62023	6.00968	5.81611
"MCM5"	12.3306666666667	12.3629333333333	12.3046	11.3098666666667	11.2606333333333	11.3328	11.5813666666667	11.5307	11.5388333333333
"MCM6"	8.03897666666667	8.11339333333333	8.15841	8.47216666666667	8.01342666666667	8.33380333333333	8.30089	8.18162333333333	8.23894333333333
"MCM7"	10.5482	10.4559	10.5419	9.92275	9.86435	9.67119	9.20068	9.1028	9.08715
"MCM8"	4.46299	4.46299	4.37374	4.67799	5.0904	4.96506	4.52803	4.64178	4.52803
"MCOLN1"	4.36300666666667	4.30964	4.38403666666667	4.55538666666667	4.26861666666667	4.90274666666667	3.14053666666667	2.7981	3.18277666666667
"MCOLN2"	4.688315	4.721125	4.33649	4.967275	4.677655	5.012985	5.042645	4.971715	5.241315
"MCOLN3"	5.64222	5.64222	5.45634	5.81041	5.77891	5.95961	5.77891	5.93165	6.13112
"MCPH1"	3.75091	3.78708	3.95196	3.46726	4.19173	3.71445	3.2308	3.50828	3.47257
"MCRS1"	3.32848	3.19744	2.99472	3.78761	3.5026	4.39877	3.32848	2.99253	3.32848
"MCTP1"	6.29693	6.16413	6.20831	6.01452	5.764885	6.00537	6.64569	6.64819	6.58005
"MCTP2"	7.32388	7.339785	7.3263375	6.8081975	6.6623325	6.887065	7.2603525	7.141615	7.2823
"MCTS1"	5.82564	5.626514	5.75181	5.996368	5.486122	5.996414	7.393308	7.493458	7.36951
"MDC1"	4.57165	4.54919666666667	4.46434	5.46850666666667	5.05298333333333	5.31076333333333	4.65702666666667	4.76808666666667	4.83882666666667
"MDFI"	4.7178	4.77108	5.09279	3.00176	3.60287	3.230665	3.147255	3.22345	2.978085
"MDFIC"	8.15486	8.31372	8.24237	8.12551	8.19991	7.96806	8.1059	8.1221	8.20207
"MDGA1"	3.00884	2.78698	2.76022	3.00884	3.38683	3.35257	2.90191	3.00712	3.11717
"MDGA2"	4.85741	4.85741	4.73767	4.80392	4.98391	4.85741	4.89749	4.85741	4.85741
"MDH1"	6.703	6.26878	6.15816	5.61766	5.41609	5.25013	5.47149	5.30432	5.45115
"MDH1B"	3.24356	2.9576	3.07893	3.36104	3.56917	4.2206	3.02925	3.45578	3.24146
"MDH2"	3.91101	4.03396	3.86186	4.45568	4.1071	3.91101	3.48729	3.63831	3.30033
"MDK"	6.89672	6.95666	6.873775	7.618015	7.473305	7.405035	8.86954	8.837435	8.828035
"MDM1"	4.88468	4.75894	4.91303	4.50234	3.92439	4.9423	5.35926	5.44424	5.33243
"MDM2"	2.502695	2.491125	2.38504	2.693485	2.613425	2.644115	2.567775	2.61496	2.674175
"MDM4"	7.388175	7.489585	7.29789	7.25319	6.924495	7.14277	8.26578	8.251615	8.372585
"MDN1"	4.34443	4.29239	4.24309	4.71371	4.1227	3.96864	4.24309	4.24309	4.24309
"ME1"	3.778105	3.86506	3.68926	3.49874	4.199395	3.92243	3.376895	3.49702	3.530445
"ME2"	5.20156	5.58094	5.54334	5.31792	5.6025	5.85521	5.60892	5.94236	5.86706
"ME3"	6.818	6.96572	6.99347	6.8493	7.08808	7.14465	7.71233	7.6941	7.83286
"MEA1"	2.44425	2.42254	2.33307	2.64497	2.47756	2.53308	2.48865	2.62388	2.53308
"MECP2"	3.05466	3.01673666666667	3.05036666666667	3.44787666666667	3.0227	3.26849333333333	3.19276	3.19030666666667	3.30203
"MECR"	4.50529	4.35186	4.35687	3.64469	4.60181	3.80709	4.59909	4.58778	4.72845
"MED10"	4.19242	3.98088	4.01592	3.92707	4.36026	4.42497	4.16719	4.19242	4.19242
"MED11"	4.67487	4.6085	4.72925	4.91429	5.68197	5.83391	4.70898	4.80743	4.83116
"MED12"	5.48017	5.45262333333333	5.37753666666667	5.91020666666667	6.06240333333333	5.95448666666667	5.81845	5.83422	5.72659666666667
"MED12L"	5.13995	5.12139	4.93805	4.75097	4.63876	5.26844	4.453	4.68458	4.29027
"MED13"	7.74684	7.74072	7.732825	6.8331	6.53123	7.03728	7.53545	7.52416	7.46473
"MED13L"	7.253665	7.216735	7.353955	7.387125	6.953985	7.31204	7.90793	7.885745	7.914645
"MED15"	2.54286	2.43231	2.42422	2.65474	2.74226	3.10071	2.46073	2.54286	2.37529
"MED16"	4.02295	3.9127	3.80347	4.58655	3.89788	5.24259	3.87825	3.94718	3.94718
"MED18"	8.71181	8.53929	8.53289	3.85623	3.80693	3.69282	3.26093	3.10788	3.28353
"MED19"	3.701685	3.6204175	3.5422375	3.2628125	3.33885	3.14746	2.9018925	3.0488425	3.1577625
"MED20"	3.09531	3.09382	3.20276	3.26091	3.39015	3.700845	3.94293	3.837925	3.82817
"MED21"	5.35336	5.47454666666667	5.32017666666667	6.04895666666667	5.86611333333333	5.99382	5.63313333333333	5.69109333333333	5.73358
"MED22"	3.95081	4.12242	4.63396	4.08167	4.08167	3.92885	4.08167	3.97689	4.14475
"MED23"	4.899605	4.8888775	4.8176925	5.0477975	5.15982	5.104805	5.0318025	5.0001975	4.9760975
"MED24"	5.97537	5.89794	5.9315975	5.2155775	4.81686	4.79678	5.0521825	4.7588625	4.784855
"MED25"	7.184015	7.130855	7.018925	7.003295	6.730935	7.037685	7.29464	7.20746	7.17448
"MED26"	3.986265	3.57936	3.916615	4.017365	4.311135	4.110595	4.12523	4.00789	4.02381
"MED27"	7.1826	6.9375	6.99438	7.43368	7.93652	7.6578	8.7588	8.72657	8.50903
"MED28"	7.5618	7.54822	7.59249	6.492005	6.38446	6.609715	7.89437	7.82485	7.952575
"MED29"	7.9813	8.079945	8.01499	6.612405	6.571445	6.800255	7.70307	7.48393	7.696185
"MED30"	5.92287	5.920994	5.867774	6.355136	6.240972	6.10869	5.921422	5.871688	6.022282
"MED31"	3.301652	3.307122	3.356974	3.46515	3.477986	3.447616	3.39788	3.501204	3.485872
"MED4"	4.13526	4.2084475	4.0847125	4.535495	5.0853125	4.5509925	4.4158475	4.476445	4.4271425
"MED6"	4.41923	4.45088	4.438996	4.520226	4.272974	4.367986	5.06623	5.117544	5.098308
"MED8"	9.26193666666667	9.28910333333333	9.28852	9.08241666666667	8.90241333333333	8.92224666666667	9.38687666666667	9.26575333333333	9.30735666666667
"MED9"	9.9055975	9.8729325	9.8806575	9.8408425	9.899795	9.7056825	9.9100225	9.921625	9.8454125
"MEF2A"	2.47391	2.453355	2.53047	2.91853	3.03494	2.855485	2.349505	2.429665	2.426315
"MEF2C"	4.1353	3.960415	4.044025	4.05734	4.265205	4.27053	4.21055	4.194405	4.22338
"MEF2D"	3.132105	2.969085	2.9993375	3.339505	3.571215	3.456145	3.4775175	3.5204525	3.416575
"MEFV"	8.40357333333333	8.46362	8.38029666666667	8.04082	8.33125333333333	7.84747333333333	8.57666666666667	8.55198666666667	8.49349
"MEGF10"	2.63008	2.72139	2.6882	4.11945	2.77612	3.40357	3.18073	3.19405	3.11571
"MEGF11"	2.9334325	2.913765	2.8162475	3.1150125	3.0667625	3.1703675	2.9838175	2.99126	3.1226725
"MEGF8"	3.45402	3.08592	3.34058	3.60073	3.46248	3.80203	3.46248	3.68453	3.72459
"MEGF9"	4.28963166666667	4.31977666666667	4.20931333333333	4.32314333333333	4.321945	4.52260166666667	3.886035	3.85145666666667	3.90631166666667
"MEI1"	6.51621	6.64664	6.64664	5.33196	5.63487	6.34014	9.70975	9.62505	9.54217
"MEIG1"	2.73321666666667	2.87654666666667	2.81411666666667	3.06565666666667	2.88239	2.68276666666667	4.07345	3.9604	3.91759333333333
"MEIS1"	4.99041	5.05319	4.88339	5.21693666666667	5.25664	4.90422333333333	5.17001666666667	5.10907333333333	5.22625666666667
"MEIS2"	5.41815666666667	5.19782333333333	5.47115	3.32087	2.93722666666667	3.52791333333333	2.61318	2.77291333333333	2.74532
"MEIS3"	2.39200333333333	2.38251333333333	2.44699	2.75986666666667	2.71544666666667	2.76145	2.64866	2.59123333333333	2.73847333333333
"MELK"	6.12004	6.67662	6.30682	5.70279	5.15161	5.16865	4.93546	4.90081	4.96973
"MEN1"	4.03807	3.86609	4.05963	4.21634	4.42715	4.65277	4.02295	4.03807	4.07212
"MEOX1"	2.528	2.79359	2.95138	2.92932	3.275	2.90014	3.79159	4.05189	3.87261
"MEOX2"	5.71316	5.83144	5.810305	6.083735	6.07749	5.89437	5.810305	5.742865	5.71317
"MEP1A"	6.19539	5.91581	5.8651	6.20039	6.20039	6.20039	6.56041	6.58067	6.2593
"MEP1B"	4.68658	4.72996	4.67206	5.16431	5.39577	4.84332	4.58425	4.84332	4.84993
"MEPCE"	4.8320125	5.0146175	4.8854075	5.3256125	4.9887475	5.0942425	5.182345	5.0290125	5.13098
"MEPE"	5.15403666666667	5.29342666666667	5.33759333333333	5.96348	6.08944333333333	6.42622333333333	5.57572	5.61691333333333	5.52048333333333
"MERTK"	8.10733	7.99795	8.01054	7.10911	7.23326	7.07401666666667	7.87257333333333	7.72945666666667	7.64699666666667
"MESDC1"	6.51710333333333	6.52729	6.55106333333333	6.48865	6.17442	6.17027666666667	6.29179666666667	6.37236333333333	6.31938666666667
"MESDC2"	5.2603	5.338096	5.342198	5.57905	5.440866	5.620556	4.726506	4.80798	4.847324
"MESP1"	4.61232	4.64734	4.60601	4.87969	5.33791	5.27214	4.75923	4.86293	4.71935
"MESP2"	3.22478	3.138	3.17838	2.83983	3.37245	3.07558	3.07496	3.49592	3.38433
"MEST"	4.05076	3.9041075	3.8888225	4.7836325	4.643625	4.6727025	4.2120175	4.31349	4.3262575
"MET"	5.00877	4.901065	4.98616	4.932175	5.38761	5.37789	5.18185	5.11155	5.39338
"METAP1"	6.97192	6.69683	6.64528	6.50954	6.80821	6.73492	6.80821	6.86633	6.80821
"METAP2"	8.55689	8.5909	8.60835	7.46398	7.49293	7.57595	7.97109	8.00316	7.90891
"METRN"	4.30526	4.12564	4.12649	4.83521	5.05449	4.43807	4.43807	4.50612	4.73672
"METRNL"	5.450054	5.501158	5.467158	5.529744	5.434686	5.519282	4.88963	4.989356	4.978792
"METT10D"	2.34566	2.473005	2.36786	2.486415	2.43209	2.562265	2.458885	2.57508	2.57069
"METT5D1"	5.069675	5.095145	5.13982	5.36374	4.96156	5.050825	5.033765	5.21182	5.23129
"METTL1"	11.0281666666667	11.0229333333333	11.0083333333333	12.02	11.9702666666667	11.9046	10.00579	10.0434666666667	10.0495566666667
"METTL10"	3.406615	3.321575	3.21906	3.45022	3.4860325	3.76902	3.432705	3.4391975	3.469625
"METTL2B"	3.23484	3.24239	3.31995	3.30809	3.44065	3.53111	2.9135	2.82783	2.72101
"METTL3"	6.83246	6.91184666666667	6.87135666666667	6.30076333333333	5.91137333333333	6.1739	9.64888666666667	9.62805	9.66830666666667
"METTL4"	3.14398	3.10599	2.75529	2.79452	3.76876	3.24146	3.22076	3.3025	3.18068
"METTL5"	4.38659	4.24317	4.12718	4.38659	4.04386	5.17065	4.39938	4.48717	4.52803
"METTL6"	5.07628	5.03585	5.1834	5.00111	5.4997	4.97201	4.82659	5.27271	5.33286
"METTL7A"	4.13613	4.1318	4.24417	3.942035	3.880435	3.244415	4.218475	4.105245	4.164685
"METTL7B"	9.53598	9.57913	9.662335	8.877495	8.90447	8.832315	10.324305	10.28193	10.30691
"METTL8"	6.86138666666667	6.92914666666667	6.90389666666667	7.35697333333333	7.21026	7.04693	6.50222333333333	6.57374333333333	6.85446666666667
"METTL9"	8.7564	8.7985	8.67331	8.13922	7.91223	8.36961	6.5451	6.15462	6.38128
"MEX3B"	7.89274333333333	7.74899666666667	7.90216666666667	7.92351666666667	8.22182333333333	7.41617333333333	5.57246	5.98311333333333	5.49314666666667
"MEX3C"	4.08304	4.327225	4.28922	4.555615	4.571215	4.03145	5.51527	5.689425	5.40599
"MEX3D"	4.04937	4.0060675	4.122335	4.35105	4.516255	4.3792075	4.1372575	4.2601375	4.2042025
"MFAP1"	11.1734	11.2098	11.167	10.1489	9.93426	9.70105	7.39975	7.37007	7.25512
"MFAP2"	4.398755	4.56611	4.468985	4.797685	4.309755	5.080275	4.855525	4.75493	4.9213
"MFAP3"	2.4118125	2.4563125	2.4373975	2.72657	2.73555	2.5599875	2.5143525	2.522075	2.4574525
"MFAP3L"	4.37047	4.317405	4.27298	4.393105	4.48004	4.45952	5.153505	5.06573	5.316075
"MFAP4"	7.37096333333333	7.34019	7.40534666666667	6.35392333333333	6.37440333333333	6.18191	8.11092333333333	8.06801666666667	8.06959
