ID	Gene Symbol	GENE_ID
224584_PM_at	C20orf30	29058
224585_PM_x_at	ACTG1	71
224586_PM_x_at	SUB1	10923
224587_PM_at	SUB1	10923
224588_PM_at	XIST	7503
224589_PM_at	XIST	7503
224590_PM_at	XIST	7503
224591_PM_at	HP1BP3	50809
224592_PM_x_at	HP1BP3	50809
224593_PM_at	ZNF664	144348
224594_PM_x_at	ACTB	60
224595_PM_at	SLC44A1	23446
224596_PM_at	SLC44A1	23446
224597_PM_at	LOC647979	647979
224598_PM_at	MGAT4B	11282
224599_PM_at	CGGBP1	8545
224600_PM_at	CGGBP1	8545
224601_PM_at		
224602_PM_at	C4orf3	401152
224603_PM_at		
224604_PM_at	C4orf3	401152
224605_PM_at	C4orf3	401152
224606_PM_at	KLF6	1316
224607_PM_s_at	SRP68	6730
224608_PM_s_at	VPS25	84313
224609_PM_at	SLC44A2	57153
224610_PM_at	SNHG1	23642
224611_PM_s_at	DNAJC5	80331
224612_PM_s_at	DNAJC5	80331
224613_PM_s_at	DNAJC5	80331
224614_PM_at	DYNC1LI2	1783
224615_PM_x_at	HM13	81502
224616_PM_at	DYNC1LI2	1783
224617_PM_at	ROD1	9991
224618_PM_at	ROD1	9991
224619_PM_at	CASC4	113201
224620_PM_at	MAPK1	5594
224621_PM_at	MAPK1	5594
224622_PM_at	TBC1D14	57533
224623_PM_at	LOC728554 /// THOC3	728554 /// 84321
224624_PM_at	LRRC8A	56262
224625_PM_x_at	SERF2	10169
224626_PM_at	SLC35A4	113829
224627_PM_at	GBA2	57704
224628_PM_at	ERLEC1	27248
224629_PM_at	LMAN1	3998
224630_PM_at	ERLEC1	27248
224631_PM_at	ZFP91	80829
224632_PM_at	GPATCH4	54865
224633_PM_s_at	GPATCH4	54865
224634_PM_at	GPATCH4	54865
224635_PM_s_at	BIRC6	57448
224636_PM_at	ZFP91	80829
224637_PM_at	OST4	100128731
224638_PM_at	SPPL3	121665
224639_PM_at	SPPL3	121665
224640_PM_at	SPPL3	121665
224641_PM_at	FYTTD1	84248
224642_PM_at	FYTTD1	84248
224643_PM_at	PRRC1	133619
224644_PM_at		
224645_PM_at	EIF4EBP2	1979
224646_PM_x_at	H19	283120
224647_PM_at	CCNY	219771
224648_PM_at	GPBP1	65056
224649_PM_x_at	CCNY	219771
224650_PM_at	MAL2	114569
224651_PM_at	CCNY	219771
224652_PM_at	CCNY	219771
224653_PM_at	EIF4EBP2	1979
224654_PM_at	DDX21	9188
224655_PM_at	AK3	50808
224656_PM_s_at	LUZP6 /// MTPN	136319 /// 767558
224657_PM_at	ERRFI1	54206
224658_PM_x_at	PACS1	55690
224659_PM_at	SEPN1	57190
224660_PM_at	PIGY	84992
224661_PM_at	PIGY	84992
224662_PM_at	KIF5B	3799
224663_PM_s_at	CFL2	1073
224664_PM_at	ANAPC16	119504
224665_PM_at	ANAPC16	119504
224666_PM_at	NSMCE1	197370
224667_PM_x_at	ANAPC16	119504
224668_PM_at	SYS1	90196
224669_PM_at	SYS1	90196
224670_PM_at	SYS1	90196
224671_PM_at	MRPL10	124995
224672_PM_x_at	MESDC2	23184
224673_PM_at	LENG8	114823
224674_PM_at	TTYH3	80727
224675_PM_at	MESDC2	23184
224676_PM_at	TMED4	222068
224677_PM_x_at	C11orf31	280636
224678_PM_at	RALGAPB	57148
224679_PM_at	MESDC2	23184
224680_PM_at	TMED4	222068
224681_PM_at	GNA12	2768
224682_PM_at	ANKIB1	54467
224683_PM_at	FBXO18	84893
224684_PM_at	SNX12	29934
224685_PM_at	MLLT4	4301
224686_PM_x_at	LRRC37A2	474170
224687_PM_at	ANKIB1	54467
224688_PM_at	C7orf42	55069
224689_PM_at	MANBAL	63905
224690_PM_at	C20orf108	116151
224691_PM_at	UHMK1	127933
224692_PM_at	PPP1R15B	84919
224693_PM_at	C20orf108	116151
224694_PM_at	ANTXR1	84168
224695_PM_at	C2orf29	55571
224696_PM_s_at	DCAF5	8816
224697_PM_at	DCAF5	8816
224698_PM_at	ESYT2	57488
224699_PM_s_at	ESYT2	57488
224700_PM_at	STT3B	201595
224701_PM_at	PARP14	54625
224702_PM_at	TMEM167A	153339
224703_PM_at	DCAF5	8816
224704_PM_at	TNRC6A	27327
224705_PM_s_at	TNRC6A	27327
224706_PM_at	KIAA2013	90231
224707_PM_at	C5orf32	84418
224708_PM_at	KIAA2013	90231
224709_PM_s_at	CDC42SE2	56990
224710_PM_at	RAB34	83871
224711_PM_at	YY1	7528
224712_PM_x_at	C19orf42	79086
224713_PM_at	MKI67IP	84365
224714_PM_at	MKI67IP	84365
224715_PM_at	WDR34	89891
224716_PM_at	SLC35B2	347734
224717_PM_s_at	C19orf42	79086
224718_PM_at	YY1	7528
224719_PM_s_at	C12orf57	113246
224720_PM_at	MIB1	57534
224721_PM_at	WDR75	84128
224722_PM_at	MIB1	57534
224723_PM_x_at	LOC401397	401397
224724_PM_at	SULF2	55959
224725_PM_at	MIB1	57534
224726_PM_at	MIB1	57534
224727_PM_at	C19orf63	284361
224728_PM_at	ATPAF1	64756
224729_PM_s_at	ATPAF1	64756
224730_PM_at	DCAF7	10238
224731_PM_at	HMGB1	3146
224732_PM_at	CHTF8	54921
224733_PM_at	CMTM3	123920
224734_PM_at	HMGB1	3146
224735_PM_at	CYBASC3	220002
224736_PM_at	CCAR1	55749
224737_PM_x_at	CCAR1	55749
224738_PM_x_at	RPL7L1	285855
224739_PM_at	PIM3	415116
224740_PM_at	C5orf43	643155
224741_PM_x_at	GAS5	60674
224742_PM_at	ABHD12	26090
224743_PM_at	IMPAD1	54928
224744_PM_at	IMPAD1	54928
224745_PM_x_at	OTUD5	55593
224746_PM_at	KIAA1522	57648
224747_PM_at	UBE2Q2	92912
224748_PM_at	DCAF7	10238
224749_PM_at	ITFG3	83986
224750_PM_at	RNF185	91445
224751_PM_at	PL-5283	647087
224752_PM_at	PL-5283	647087
224753_PM_at	CDCA5	113130
224754_PM_at	SP1	6667
224755_PM_at	TM9SF3	56889
224756_PM_s_at	BAT5	7920
224758_PM_at	PL-5283	647087
224759_PM_s_at	C12orf23	90488
224760_PM_at	SP1	6667
224761_PM_at	GNA13	10672
224762_PM_at	SERINC2	347735
224763_PM_at	RPL37	6167
224764_PM_at	ARHGAP21	57584
224765_PM_at	MSL1	339287
224766_PM_at	RPL37	6167
224767_PM_at	RPL37	6167
224768_PM_at	IWS1	55677
224769_PM_at		
224770_PM_s_at	NAV1	89796
224771_PM_at	NAV1	89796
224772_PM_at	NAV1	89796
224773_PM_at	NAV1	89796
224774_PM_s_at	NAV1	89796
224775_PM_at	IWS1	55677
224776_PM_at	AGPAT6	137964
224777_PM_s_at	PAFAH1B2	5049
224778_PM_s_at		
224779_PM_s_at	FAM96A	84191
224780_PM_at	RBM17	84991
224781_PM_s_at	RBM17	84991
224782_PM_at	ZMAT2	153527
224783_PM_at	FAM100B	283991
224784_PM_at	MLLT6	4302
224785_PM_at	FAM100B	283991
224786_PM_at	SCOC	60592
224787_PM_s_at	RAB18	22931
224788_PM_at	ARF6	382
224789_PM_at	DCAF12	25853
224790_PM_at	ASAP1	50807
224791_PM_at	ASAP1	50807
224792_PM_at	TNKS1BP1	85456
224793_PM_s_at	TGFBR1	7046
224794_PM_s_at	CERCAM	51148
224795_PM_x_at	IGK@ /// IGKC	3514 /// 50802
224796_PM_at	ASAP1	50807
224797_PM_at	ARRDC3	57561
224798_PM_s_at	C15orf17	57184
224799_PM_at	NDFIP2	54602
224800_PM_at	WDFY1	57590
224801_PM_at	NDFIP2	54602
224802_PM_at	NDFIP2	54602
224803_PM_s_at	MRPL20	55052
224804_PM_s_at	C15orf17	57184
224805_PM_s_at	C15orf17	57184
224806_PM_at	TRIM25	7706
224807_PM_at	GRAMD1A	57655
224808_PM_s_at	GET4	51608
224809_PM_x_at	TINF2	26277
224810_PM_s_at	ANKRD13A	88455
224811_PM_at	LPP	4026
224812_PM_at	HIBADH	11112
224813_PM_at	WASL	8976
224814_PM_at	DPP7	29952
224815_PM_at	COMMD7	149951
224816_PM_at	GET4	51608
224817_PM_at	SH3PXD2A	9644
224818_PM_at	SORT1	6272
224819_PM_at	TCEAL8	90843
224820_PM_at	FAM36A	116228
224821_PM_at	ABHD14B	84836
224822_PM_at	DLC1	10395
224823_PM_at	MYLK	4638
224824_PM_at	FAM36A	116228
224825_PM_at	DNTTIP1	116092
224826_PM_at	GPCPD1	56261
224827_PM_at	UBTD2	92181
224828_PM_at	CPEB4	80315
224829_PM_at	CPEB4	80315
224830_PM_at	NUDT21	11051
224831_PM_at	CPEB4	80315
224832_PM_at	DUSP16	80824
224833_PM_at	ETS1	2113
224834_PM_at	UBTD2	92181
224835_PM_at	GPCPD1	56261
224836_PM_at	TP53INP2	58476
224837_PM_at	FOXP1	27086
224838_PM_at	FOXP1	27086
224839_PM_s_at	GPT2	84706
224840_PM_at	FKBP5	2289
224841_PM_x_at	GAS5	60674
224842_PM_at	SMG1	23049
224843_PM_at	SLAIN2	57606
224844_PM_at	SLAIN2	57606
224845_PM_s_at	SLAIN2	57606
224846_PM_at	SHKBP1	92799
224847_PM_at	CDK6	1021
224848_PM_at	CDK6	1021
224849_PM_at	TTC17	55761
224850_PM_at	ATAD1	84896
224851_PM_at	CDK6	1021
224852_PM_at	TTC17	55761
224853_PM_at	SLAIN2	57606
224854_PM_s_at	SLAIN2	57606
224855_PM_at	PYCR2	29920
224856_PM_at	FKBP5	2289
224857_PM_s_at	POLR1D	51082
224858_PM_at	ZDHHC5	25921
224859_PM_at	CD276	80381
224860_PM_at	C9orf123	90871
224861_PM_at	GNAQ	2776
224862_PM_at	GNAQ	2776
224863_PM_at	GNAQ	2776
224864_PM_at	SRA1	10011
224865_PM_at	FAR1	84188
224866_PM_at	FAR1	84188
224867_PM_at	C1orf151	440574
224868_PM_at	ZDHHC5	25921
224869_PM_s_at	MRPS25	64432
224870_PM_at	KIAA0114	57291
224871_PM_at	TPRG1L	127262
224872_PM_at	DIP2B	57609
224873_PM_s_at	MRPS25	64432
224874_PM_at	POLR1D	51082
224875_PM_at	C5orf24	134553
224876_PM_at	C5orf24	134553
224877_PM_s_at	MRPS5	64969
224878_PM_at	UBFD1	56061
224879_PM_at	C9orf123	90871
224880_PM_at	RALA	5898
224881_PM_at	VKORC1L1	154807
224882_PM_at	ACSS1	84532
224883_PM_at	PLDN	26258
224884_PM_at	AKAP13	11214
224885_PM_s_at	KRTCAP2	200185
224886_PM_at	JMJD8	339123
224887_PM_at	GNPTG	84572
224888_PM_at	EPT1	85465
224889_PM_at	FOXO3	2309
224890_PM_s_at	C7orf59	389541
224891_PM_at	FOXO3	2309
224892_PM_at	PLDN	26258
224893_PM_at	ATL3	25923
224894_PM_at	YAP1	10413
224895_PM_at	YAP1	10413
224896_PM_s_at	TTL	150465
224897_PM_at	WDR26	80232
224898_PM_at	WDR26	80232
224899_PM_s_at	MAGT1	84061
224900_PM_at	ANKFY1	51479
224901_PM_at	SCD5	79966
224902_PM_at	PDPR	55066
224903_PM_at	CIRH1A	84916
224904_PM_at	PDPR	55066
224905_PM_at	WDR26	80232
224906_PM_at	ANO6	196527
224907_PM_s_at	SH3GLB2	56904
224908_PM_s_at	TTL	150465
224909_PM_s_at	PREX1	57580
224910_PM_at	CARHSP1	23589
224911_PM_s_at	DCBLD2	131566
224912_PM_at	TTC7A	57217
224913_PM_s_at	TIMM50	92609
224914_PM_s_at	SARNP	84324
224915_PM_x_at	C20orf199	441951
224916_PM_at	TMEM173	340061
224917_PM_at	MIR21	406991
224918_PM_x_at	MGST1	4257
224919_PM_at	MRPS6	64968
224920_PM_x_at	MYADM	91663
224921_PM_at	SCAMP2	10066
224922_PM_at	CSNK2A2	1459
224923_PM_at	TTC7A	57217
224924_PM_at	TTC7A	57217
224925_PM_at	PREX1	57580
224926_PM_at	EXOC4	60412
224927_PM_at	KIAA1949	170954
224928_PM_at	SETD7	80854
224929_PM_at	TMEM173	340061
224930_PM_x_at	RPL7A	6130
224931_PM_at	SLC41A3	54946
224932_PM_at	CHCHD10	400916
224933_PM_s_at	JMJD1C	221037
224934_PM_at	YIPF5	81555
224935_PM_at	EIF2S3	1968
224936_PM_at	EIF2S3	1968
224937_PM_at	PTGFRN	5738
224938_PM_at	NUFIP2	57532
224939_PM_at	NUFIP2	57532
224940_PM_s_at	PAPPA	5069
224941_PM_at	PAPPA	5069
224942_PM_at	PAPPA	5069
224943_PM_at	BTBD7	55727
224944_PM_at	TMPO	7112
224945_PM_at	BTBD7	55727
224946_PM_s_at	CCDC115	84317
224947_PM_at	RNF26	79102
224948_PM_at	MRPS24	64951
224949_PM_at	YIPF5	81555
224950_PM_at	PTGFRN	5738
224951_PM_at	LASS5	91012
224952_PM_at	TANC2	26115
224953_PM_at	YIPF5	81555
224954_PM_at	SHMT1	6470
224955_PM_at	TEAD1	7003
224956_PM_at	NUFIP2	57532
224957_PM_at	C18orf32	497661
224958_PM_at	NUFIP2	57532
224959_PM_at	SLC26A2	1836
224960_PM_at	SCYL2	55681
224961_PM_at	SCYL2	55681
224962_PM_at	C9orf69	90120
224963_PM_at	SLC26A2	1836
224964_PM_s_at	GNG2	54331
224965_PM_at	GNG2	54331
224966_PM_s_at	DUS3L	56931
224967_PM_at	UGCG	7357
224968_PM_at	CCDC104	112942
224969_PM_at	ATXN7L3	56970
224970_PM_at	NFIA	4774
224971_PM_at	MRPL30	51263
224972_PM_at	ROMO1	140823
224973_PM_at	FAM46A	55603
224974_PM_at	SUDS3	64426
224975_PM_at	NFIA	4774
224976_PM_at	NFIA	4774
224977_PM_at	C6orf89	221477
224978_PM_s_at	USP36	57602
224979_PM_s_at	USP36	57602
224980_PM_at	LEMD2	221496
224981_PM_at	TMEM219	124446
224982_PM_at	AKT1S1	84335
224983_PM_at	SCARB2	950
224984_PM_at	NFAT5	10725
224985_PM_at	NRAS	4893
224986_PM_s_at	PDPK1	5170
224987_PM_at	C6orf89	221477
224988_PM_at	C6orf89	221477
224989_PM_at		
224990_PM_at	C4orf34	201895
224991_PM_at	CMIP	80790
224992_PM_s_at	CMIP	80790
224993_PM_at	MLLT1	4298
224994_PM_at	CAMK2D	817
224995_PM_at	SPIRE1	56907
224996_PM_at	ASPH	444
224997_PM_x_at	H19	283120
224998_PM_at	CMTM4	146223
224999_PM_at	EGFR	1956
225000_PM_at	PRKAR2A	5576
225001_PM_at	RAB3D	9545
225002_PM_s_at	SUMF2	25870
225003_PM_at	TMEM205	374882
225004_PM_at	TMEM101	84336
225005_PM_at	PHF13	148479
225006_PM_x_at	TH1L	51497
225007_PM_at		
225008_PM_at	ASPH	444
225009_PM_at	CMTM4	146223
225010_PM_at	CCDC6	8030
225011_PM_at	PRKAR2A	5576
225012_PM_at	HDLBP	3069
225013_PM_at	LZTS2	84445
225014_PM_at	C4orf52	389203
225015_PM_s_at	STK40	83931
225016_PM_at	APCDD1	147495
225017_PM_at	CCDC14	64770
225018_PM_at	SPIRE1	56907
225019_PM_at	CAMK2D	817
225020_PM_at	DAB2IP	153090
225021_PM_at	ZNF532	55205
225022_PM_at	GOPC	57120
225023_PM_at	GOPC	57120
225024_PM_at	RPRD1B	58490
225025_PM_at	IGSF8	93185
225026_PM_at	CHD6	84181
225028_PM_at	LOC550643	550643
225029_PM_at	LOC550643	550643
225030_PM_at	BOD1	91272
225031_PM_at	CHD6	84181
225032_PM_at	FNDC3B	64778
225033_PM_at	ST3GAL1	6482
225034_PM_at	ST3GAL1	6482
225035_PM_x_at	WASH1 /// WASH2P /// WASH3P /// WASH7P	100287171 /// 374666 /// 375260 /// 653635
225036_PM_at	TOMM5	401505
225037_PM_at	SLC35C2	51006
225038_PM_s_at	SURF6	6838
225039_PM_at	RPE	6120
225040_PM_s_at	RPE	6120
225041_PM_at	MPHOSPH8	54737
225042_PM_s_at	CSRNP2	81566
225043_PM_at	SLC15A4	121260
225044_PM_at	NT5C3L	115024
225045_PM_at	CCDC88A	55704
225046_PM_at	LOC389831	389831
225047_PM_at	NUPL1	9818
225048_PM_at	PHF10	55274
225049_PM_at	BLOC1S2	282991
225050_PM_at	ZNF512	84450
225051_PM_at	EPB41	2035
225052_PM_at	TMEM203	94107
225053_PM_at	CNOT7	29883
225054_PM_x_at	LOC651250	651250
225055_PM_at	LOC651250	651250
225056_PM_at	SIPA1L2	57568
225057_PM_at	SLC15A4	121260
225058_PM_at	GPR108	56927
225059_PM_at	AGTRAP	57085
225060_PM_at	LRP11	84918
225061_PM_at	DNAJA4	55466
225062_PM_at	LOC389831	389831
225063_PM_at	UBL7	84993
225064_PM_at	RABEP1	9135
225065_PM_x_at	NCRNA00188	125144
225066_PM_at	PPP2R2D	55844
225067_PM_at	ULK3	25989
225068_PM_at	KLHL12	59349
225069_PM_at	PCYT1A	5130
225070_PM_at	NUS1	116150
225071_PM_at	NUS1	116150
225072_PM_at	ZCCHC3	85364
225073_PM_at	PPHLN1	51535
225074_PM_at	RAB2B	84932
225075_PM_at	PDRG1	81572
225076_PM_s_at	ZNFX1	57169
225077_PM_at	CHD2	1106
225078_PM_at	EMP2	2013
225079_PM_at	EMP2	2013
225080_PM_at	MYO1C	4641
225081_PM_s_at	CDCA7L	55536
225082_PM_at	CPSF3	51692
225083_PM_at	GTF3C6	112495
225084_PM_at	EXOC5	10640
225085_PM_at	USP40	55230
225086_PM_at	FAM98B	283742
225087_PM_at	C16orf63	123811
225088_PM_at	C16orf63	123811
225089_PM_at	USP40	55230
225090_PM_at	SYVN1	84447
225091_PM_at	ZCCHC3	85364
225092_PM_at	RABEP1	9135
225093_PM_at	UTRN	7402
225094_PM_at	SETD8	387893
225095_PM_at	SPTLC2	9517
225096_PM_at	C17orf79	55352
225097_PM_at	HIPK2	28996
225098_PM_at	ABI2	10152
225099_PM_at	FBXO45	200933
225100_PM_at	FBXO45	200933
225101_PM_s_at	SNX14	57231
225102_PM_at	MGLL	11343
225103_PM_at	MRPL38	64978
225104_PM_at	ZNF598	90850
225105_PM_at	C12orf75	387882
225106_PM_s_at	OGFOD1	55239
225107_PM_at	HNRNPA2B1	3181
225108_PM_at	AGPS	8540
225109_PM_at	OGFOD1	55239
225110_PM_at	OGFOD1	55239
225111_PM_s_at	NAPB	63908
225112_PM_at	ABI2	10152
225113_PM_at	AGPS	8540
225114_PM_at	AGPS	8540
225115_PM_at	HIPK2	28996
225116_PM_at	HIPK2	28996
225117_PM_at	KIAA1267	284058
225118_PM_at	SETD8	387893
225119_PM_at	CHMP4B	128866
225120_PM_at	PURB	5814
225121_PM_at	TBC1D23	55773
225122_PM_at	RNF31	55072
225123_PM_at		
225124_PM_at	PPP1R9B	84687
225125_PM_at	MMGT1	93380
225126_PM_at	MRRF	92399
225127_PM_at	TMEM181	57583
225128_PM_at	KDELC2	143888
225129_PM_at	CPNE2	221184
225130_PM_at	ZRANB1	54764
225131_PM_at	ZRANB1	54764
225132_PM_at	FBXL3	26224
225133_PM_at	KLF3	51274
225134_PM_at	SPRYD3	84926
225135_PM_at	SIN3A	25942
225136_PM_at	PLEKHA2	59339
225137_PM_at		
225138_PM_at	ZRANB1	54764
225139_PM_at	NFATC3	4775
225140_PM_at	KLF3	51274
225141_PM_at		
225142_PM_at	JHDM1D	80853
225143_PM_at	SFXN4	119559
225144_PM_at	BMPR2	659
225145_PM_at	NCOA5	57727
225146_PM_at	C9orf25	203259
225147_PM_at	CYTH3	9265
225148_PM_at	RPS19BP1	91582
225149_PM_at	PCID2	55795
225150_PM_s_at	RTKN	6242
225151_PM_at	RTKN	6242
225152_PM_at	ZNF622	90441
225153_PM_at	GFM1	85476
225154_PM_at	SYAP1	94056
225155_PM_at	SNHG5	387066
225156_PM_at	ELOF1	84337
225157_PM_at	MLXIP	22877
225158_PM_at	GFM1	85476
225159_PM_s_at	ELK4	2005
225160_PM_x_at	MDM2	4193
225161_PM_at	GFM1	85476
225162_PM_at	SH3D19	152503
225163_PM_at	FRMD4A	55691
225164_PM_s_at	EIF2AK4	440275
225165_PM_at	PPP1R1B	84152
225166_PM_at	ARHGAP18	93663
225167_PM_at	FRMD4A	55691
225168_PM_at	FRMD4A	55691
225169_PM_at	INTS4	92105
225170_PM_at	WDR5	11091
225171_PM_at	ARHGAP18	93663
225172_PM_at	CRAMP1L	57585
225173_PM_at	ARHGAP18	93663
225174_PM_at	DNAJC10	54431
225175_PM_s_at	SLC44A2	57153
225176_PM_at		
225177_PM_at	RAB11FIP1	80223
225178_PM_at	TTC14	151613
225179_PM_at	UBE2K	3093
225180_PM_at	TTC14	151613
225181_PM_at	ARID1B	57492
225182_PM_at	TMEM50B	757
225183_PM_at	C16orf72	29035
225184_PM_at	ARID1B	57492
225185_PM_at	MRAS	22808
225186_PM_at	RAPH1	65059
225187_PM_at	KIAA1967	57805
225188_PM_at	RAPH1	65059
225189_PM_s_at	RAPH1	65059
225190_PM_x_at	RPL35A	6165
225191_PM_at	CIRBP	1153
225192_PM_at	C10orf46	143384
225193_PM_at		
225194_PM_at	PLRG1	5356
225195_PM_at	DPH3	285381
225196_PM_s_at	MRPS26	64949
225197_PM_at		
225198_PM_at	VAPA	9218
225199_PM_at		
225200_PM_at	DPH3	285381
225201_PM_s_at	MRPL14	64928
225202_PM_at	RHOBTB3	22836
225203_PM_at	PPP1R16A	84988
225204_PM_at	PPTC7	160760
225205_PM_at	KIF3B	9371
225206_PM_s_at	MTRF1L	54516
225207_PM_at	PDK4	5166
225208_PM_s_at	FAM103A1	83640
225209_PM_s_at	UBE2J2	118424
225210_PM_s_at	FAM103A1	83640
225211_PM_at	PVRL1	5818
225212_PM_at	SLC25A25	114789
225213_PM_at	PPTC7	160760
225214_PM_at	LOC100129034	100129034
225215_PM_s_at	MTRF1L	54516
225216_PM_at	FAM199X	139231
225217_PM_s_at	BRPF3	27154
225218_PM_at	ZFYVE27	118813
225219_PM_at	SMAD5	4090
225220_PM_at	SNHG8	100093630
225221_PM_at		
225222_PM_at	HIAT1	64645
225223_PM_at	SMAD5	4090
225224_PM_at	C20orf112	140688
225225_PM_at	LOC729082	729082
225226_PM_at	FAM40A	85369
225227_PM_at		
225228_PM_at	DRAM2	128338
225229_PM_at	AFF4	27125
225230_PM_at	DRAM2	128338
225231_PM_at	CBL	867
225232_PM_at	MTMR12	54545
225233_PM_at	MSI2	124540
225234_PM_at	CBL	867
225235_PM_at	TSPAN17	26262
225236_PM_at	RBM18	92400
225237_PM_s_at	MSI2	124540
225238_PM_at	MSI2	124540
225239_PM_at		
225240_PM_s_at	MSI2	124540
225241_PM_at	CCDC80	151887
225242_PM_s_at	CCDC80	151887
225243_PM_s_at	SLMAP	7871
225244_PM_at	SNAP47	116841
225245_PM_x_at	H2AFJ	55766
225246_PM_at	STIM2	57620
225247_PM_at	C19orf6	91304
225248_PM_at	SPPL2B	56928
225249_PM_at	SPPL2B	56928
225250_PM_at	STIM2	57620
225251_PM_at	RAB24	53917
225252_PM_at	SRXN1	140809
225253_PM_s_at	METTL2A /// METTL2B	339175 /// 55798
225254_PM_at	CCDC97	90324
225255_PM_at	MRPL35	51318
225256_PM_at		
225257_PM_at	CCDC97	90324
225258_PM_at	FBLIM1	54751
225259_PM_at	RAB6B	51560
225260_PM_s_at	MRPL32	64983
225261_PM_x_at	TH1L	51497
225262_PM_at	FOSL2	2355
225263_PM_at	HS6ST1	9394
225264_PM_at	RARS2	57038
225265_PM_at	RBMS1	5937
225266_PM_at	ZNF652	22834
225267_PM_at	KPNA4	3840
225268_PM_at	KPNA4	3840
225269_PM_s_at	RBMS1	5937
225270_PM_at	NEO1	4756
225271_PM_at	TMEM63B	55362
225272_PM_at	SAT2	112483
225273_PM_at	WWC3	55841
225274_PM_at	PCYOX1	51449
225275_PM_at	EDIL3	10085
225276_PM_at	GSPT1	2935
225277_PM_at	SLC39A13	91252
225278_PM_at	PRKAB2	5565
225279_PM_s_at	C3orf17	25871
225280_PM_x_at	ARSD	414
225281_PM_at	C3orf17	25871
225282_PM_at	SMAP2	64744
225283_PM_at	ARRDC4	91947
225284_PM_at	DNAJC3	5611
225285_PM_at	BCAT1	586
225286_PM_at	ARSD	414
225287_PM_s_at	TMEM55B	90809
225288_PM_at	COL27A1	85301
225289_PM_at	STAT3	6774
225290_PM_at	ETNK1	55500
225291_PM_at	PNPT1	87178
225292_PM_at	COL27A1	85301
225293_PM_at	COL27A1	85301
225294_PM_s_at	TRAPPC1	58485
225295_PM_at	SLC39A10	57181
225296_PM_at	ZNF317	57693
225297_PM_at	HAUS1	115106
225298_PM_at	PNKD	25953
225299_PM_at	MYO5B	4645
225300_PM_at	C15orf23	90417
225301_PM_s_at	MYO5B	4645
225302_PM_at	TMX3	54495
225303_PM_at	KIRREL	55243
225304_PM_s_at	NDUFA11	126328
225305_PM_at	SLC25A29	123096
225306_PM_s_at	SLC25A29	123096
225307_PM_at	ZNF511	118472
225308_PM_s_at	TANC1	85461
225309_PM_at	PHF5A	84844
225310_PM_at	RBMX	27316
225311_PM_at	IVD	3712
225312_PM_at	COMMD6	170622
225313_PM_at	C20orf177	63939
225314_PM_at	OCIAD2	132299
225315_PM_at	MRPL21	219927
225316_PM_at	MFSD2A	84879
225317_PM_at	ACBD6	84320
225318_PM_at		
225319_PM_s_at	FAM104A	84923
225320_PM_at	CCDC109A	90550
225321_PM_s_at	PILRB	29990
225322_PM_s_at	C17orf70	80233
225323_PM_at	CC2D1B	200014
225324_PM_at	CRLS1	54675
225325_PM_at	MFSD6	54842
225326_PM_at	RBM27	54439
225327_PM_at	KIAA1370	56204
225328_PM_at		
225329_PM_at	FAM195B	348262
225330_PM_at	IGF1R	3480
225331_PM_at	CCDC50	152137
225332_PM_at	LOC729082	729082
225333_PM_at	ZNF496	84838
225334_PM_at	C10orf32	119032
225335_PM_at	ZNF496	84838
225336_PM_at	SFRS2IP	9169
225337_PM_at	ABHD2	11057
225338_PM_at	ZYG11B	79699
225339_PM_at	SPAG9	9043
225340_PM_s_at	CAPRIN1	4076
225341_PM_at	MTERFD3	80298
225342_PM_at	AK3L1	205
225343_PM_at	TMED8	283578
225344_PM_at	NCOA7	135112
225345_PM_s_at		
225346_PM_at	MTERFD3	80298
225347_PM_at	ARL8A	127829
225348_PM_at	SFRS13A	10772
225349_PM_at	ZNF496	84838
225350_PM_s_at	ZYG11B	79699
225351_PM_at	FAM45A	404636
225352_PM_at	SEC62	7095
225353_PM_s_at	C1QC	714
225354_PM_s_at	SH3BGRL2	83699
225355_PM_at	NEURL1B	54492
225356_PM_at		
225357_PM_s_at	INO80	54617
225358_PM_at	DNAJC19	131118
225359_PM_at	DNAJC19	131118
225360_PM_at	TRABD	80305
225361_PM_x_at	FAM122B	159090
225362_PM_at	FAM122B	159090
225363_PM_at	PTEN	5728
225364_PM_at	STK4	6789
225365_PM_at	ZDHHC20	253832
225366_PM_at	PGM2	55276
225367_PM_at	PGM2	55276
225368_PM_at	HIPK2	28996
225369_PM_at	ESAM	90952
225370_PM_at	PYGO2	90780
225371_PM_at	GLE1	2733
225372_PM_at	C10orf54	64115
225373_PM_at	C10orf54	64115
225374_PM_at	TMEM199	147007
225375_PM_at	TMEM199	147007
225376_PM_at	C20orf11	54994
225377_PM_at	C9orf86	55684
225378_PM_at	VPS37A	137492
225379_PM_at	MAPT	4137
225380_PM_at	PKDCC	91461
225381_PM_at	LOC399959	399959
225382_PM_at	ZNF275	10838
225383_PM_at	ZNF275	10838
225384_PM_at	DOCK7	85440
225385_PM_s_at	HNRPLL	92906
225386_PM_s_at	HNRPLL	92906
225387_PM_at	TSPAN5	10098
225388_PM_at	TSPAN5	10098
225389_PM_at	BTBD6	90135
225390_PM_s_at	KLF13	51621
225391_PM_at	LOC93622	93622
225392_PM_at	GFM2	84340
225393_PM_at	GATAD2B	57459
225394_PM_s_at	ZCRB1	85437
