ID	Gene Symbol	GENE_ID
223785_PM_at	FANCI	55215
223786_PM_at	CHST6	4166
223787_PM_s_at	C3orf19	51244
223788_PM_at		
223789_PM_s_at	GTPBP2	54676
223790_PM_at	KATNAL1	84056
223791_PM_at	FAM27A /// FAM27B /// FAM27C	100132948 /// 100133121 /// 548321
223792_PM_at	ZNF2	7549
223793_PM_at	BAT2L1	84726
223794_PM_at	ARMC4	55130
223795_PM_at	TSPAN10	83882
223796_PM_at	CNTNAP3	79937
223797_PM_at	PRO2852	114224
223798_PM_at	SLC41A2	84102
223799_PM_at	KIAA1826	84437
223800_PM_s_at	LIMS3	96626
223801_PM_s_at	APOL4	80832
223802_PM_s_at	RBBP6	5930
223803_PM_s_at	ZCCHC10	54819
223804_PM_s_at	THUMPD3	25917
223805_PM_at	OSBPL6	114880
223806_PM_s_at	NAPSA	9476
223807_PM_at	IGSF1	3547
223808_PM_s_at	PTPMT1	114971
223809_PM_at	RGS18	64407
223810_PM_at	KLHL1	57626
223811_PM_s_at	GET4 /// SUN1	23353 /// 51608
223812_PM_at	FAM178B	51252
223813_PM_at	PRND	23627
223814_PM_at	TRNT1	51095
223815_PM_at	CCDC45	90799
223816_PM_at	SLC46A2	57864
223817_PM_at	LRRIQ1	84125
223818_PM_s_at	RSF1	51773
223819_PM_x_at	COMMD5	28991
223820_PM_at	RBP5	83758
223821_PM_s_at	SUSD4	55061
223822_PM_at	SUSD4	55061
223823_PM_at	KCNMB2	10242
223824_PM_at	RNLS	55328
223825_PM_at	KIAA1432	57589
223826_PM_s_at	KIAA1432	57589
223827_PM_at	TNFRSF19	55504
223828_PM_s_at	LGALS12	85329
223829_PM_at	TKTL2	84076
223830_PM_s_at	TRIM5	85363
223831_PM_x_at	ISY1	57461
223832_PM_s_at	CAPNS2	84290
223833_PM_at	WDR55	54853
223834_PM_at	CD274	29126
223835_PM_x_at	OTP	23440
223836_PM_at	FGFBP2	83888
223837_PM_at	GULP1	51454
223838_PM_at	TSGA10	80705
223839_PM_s_at	SCD	6319
223840_PM_s_at	SPATA9	83890
223841_PM_s_at	SPATA9	83890
223842_PM_s_at	SCARA3	51435
223843_PM_at	SCARA3	51435
223844_PM_at	ADAMTS13	11093
223845_PM_at	VSIG10	54621
223846_PM_at	AZI2	64343
223847_PM_s_at	ERGIC1	57222
223848_PM_at	LOC100129198	100129198
223849_PM_s_at	MOV10	4343
223850_PM_at		
223851_PM_s_at	TNFRSF18	8784
223852_PM_s_at	STK40	83931
223853_PM_at	BVES	11149
223854_PM_at	PCDHB10	56126
223855_PM_s_at	MCHR1	2847
223856_PM_at	AKR1E2	83592
223857_PM_x_at	TMEM85	51234
223858_PM_at	ESRRB	2103
223859_PM_at	EPB41L4B	54566
223860_PM_at		
223861_PM_at	HORMAD1	84072
223862_PM_at	GHRL	51738
223863_PM_at	WDR26	80232
223864_PM_at	ANKRD30A	91074
223865_PM_at	SOX6	55553
223866_PM_at	ARMC2	84071
223867_PM_at	TEKT3	64518
223868_PM_s_at	WWOX	51741
223869_PM_at	SOST	50964
223870_PM_at	FBXW10	10517
223871_PM_x_at	ING5	84289
223872_PM_at	LOC100132178	100132178
223873_PM_s_at		
223874_PM_at	ACTR3C	653857
223875_PM_s_at	EPC1	80314
223876_PM_at	SPATA16	83893
223877_PM_at	C1QTNF7	114905
223878_PM_at	INPP4B	8821
223879_PM_s_at	OXR1	55074
223880_PM_x_at	C20orf24	55969
223881_PM_at	ICA1L	130026
223882_PM_at	FAM172A	83989
223883_PM_s_at	STK31	56164
223884_PM_at	OPTC	26254
223885_PM_at	CALN1	83698
223886_PM_s_at	RNF146	81847
223887_PM_at	GPR132	29933
223888_PM_s_at	LARS	51520
223889_PM_at		
223890_PM_at		
223891_PM_at	KCNQ5	56479
223892_PM_s_at	TMBIM4	51643
223893_PM_at	ENAM	10117
223894_PM_s_at	AKTIP	64400
223895_PM_s_at	EPN3	55040
223896_PM_at	FKSG29	100131561
223897_PM_at	ZNF765	91661
223898_PM_at	ZNF670	93474
223899_PM_at	LOC440957	440957
223900_PM_s_at	LOC440957	440957
223901_PM_at	SYT3	84258
223902_PM_at	NEFM	4741
223903_PM_at	TLR9	54106
223904_PM_at	PRKAG3	53632
223905_PM_at	CCDC135	84229
223906_PM_s_at	TEX101	83639
223907_PM_s_at	PINX1	54984
223908_PM_at	HDAC8	55869
223909_PM_s_at	HDAC8	55869
223910_PM_at	ERN2	10595
223911_PM_at	LOC440330	440330
223912_PM_s_at	CLN8	2055
223913_PM_s_at	C19orf30	284424
223915_PM_at	BCOR	54880
223916_PM_s_at	BCOR	54880
223917_PM_s_at	SLC39A3	29985
223918_PM_at	ACSL6	23305
223919_PM_at	TP53AIP1	63970
223920_PM_s_at	TP53AIP1	63970
223921_PM_s_at	GBA2	57704
223922_PM_x_at	MS4A6A	64231
223923_PM_at	C21orf62	56245
223924_PM_at	TTC25	83538
223925_PM_s_at	MTPN	136319
223926_PM_at	KIF2B	84643
223927_PM_at	PCDHB9	56127
223928_PM_s_at	GUCA1C	9626
223929_PM_s_at		
223930_PM_at		
223931_PM_s_at	CHFR	55743
223932_PM_at		
223933_PM_at	KIF5A	3798
223934_PM_at	SP140L	93349
223935_PM_at	TRPM5	29850
223936_PM_s_at	FOXP1	27086
223937_PM_at	FOXP1	27086
223938_PM_at	C1orf49	84066
223939_PM_at	SUCNR1	56670
223940_PM_x_at	MALAT1	378938
223941_PM_at	FBXO24	26261
223942_PM_x_at	CHST5	23563
223943_PM_s_at		
223944_PM_at	NLRP12	91662
223945_PM_x_at	RP9P	441212
223946_PM_at	MED23	9439
223947_PM_s_at	MED23	9439
223948_PM_s_at	TMPRSS3	64699
223949_PM_at	TMPRSS3	64699
223950_PM_s_at	FLYWCH1	84256
223951_PM_at	C21orf116	378820
223952_PM_x_at	DHRS9	10170
223953_PM_s_at	ZBTB37	84614
223954_PM_x_at	NECAB3	63941
223955_PM_at	EFCAB4B	84766
223956_PM_at	TMPRSS13	84000
223957_PM_at		
223958_PM_s_at	DNAL1	83544
223959_PM_at	DNAL1	83544
223960_PM_s_at	C16orf5	29965
223961_PM_s_at	CISH	1154
223962_PM_at	TTC29	83894
223963_PM_s_at	IGF2BP2	10644
223964_PM_x_at		
223965_PM_at	TRNAU1AP	54952
223966_PM_at	UBE2D3	7323
223967_PM_at	ANGPTL6	83854
223968_PM_at	ZNF44	51710
223969_PM_s_at	RETNLB	84666
223970_PM_at	RETNLB	84666
223971_PM_at	OR2A20P /// OR2A5 /// OR2A9P	393046 /// 401428 /// 441295
223973_PM_at	C19orf30	284424
223974_PM_at	MGC11082	84777
223975_PM_at	SPRYD5	84767
223976_PM_at	FUT10	84750
223977_PM_s_at	C18orf2	56651
223978_PM_s_at	CRLS1	54675
223979_PM_x_at	FTCD	10841
223980_PM_s_at	SP110	3431
223981_PM_at	NIN	51199
223982_PM_s_at	PNPLA8	50640
223983_PM_s_at	C19orf12	83636
223984_PM_s_at	NUPL1	9818
223985_PM_at	FSD1L	83856
223986_PM_x_at	DMRT2	10655
223987_PM_at	CHRDL2	25884
223988_PM_x_at	LOC731602 /// METT11D1	64745 /// 731602
223989_PM_s_at	REXO2	25996
223990_PM_at	C4orf17	84103
223991_PM_s_at	GALNT2 /// LOC100132910	100132910 /// 2590
223992_PM_x_at	ZCWPW1	55063
223993_PM_s_at	CNIH4	29097
223994_PM_s_at	SLC12A9	56996
223995_PM_at	SLC12A9	56996
223996_PM_s_at	MRPL30	51263
223997_PM_at	FNIP1	96459
223998_PM_at	TTLL2	83887
223999_PM_at	PPIL2	23759
224000_PM_at	C2orf16	84226
224001_PM_at	FAM135B	51059
224002_PM_s_at	FKBP7	51661
224003_PM_at	TTTY14	83869
224004_PM_at	ZNF226	7769
224005_PM_at	LOC100289550	100289550
224006_PM_at		
224007_PM_at	HSFY1 /// HSFY2	159119 /// 86614
224008_PM_s_at	KCNK7	10089
224009_PM_x_at	DHRS9	10170
224010_PM_at	ANAPC11	51529
224011_PM_at		
224012_PM_at	ANKRD20A1 /// ANKRD20A2 /// ANKRD20A3	441425 /// 441430 /// 84210
224013_PM_s_at	SOX7	83595
224014_PM_at	ZNF160	90338
224015_PM_s_at	MRPS25	64432
224016_PM_at	HIPK2	28996
224017_PM_at	TBX22	50945
224018_PM_s_at	SCD5	79966
224019_PM_at	SCD5	79966
224020_PM_at	MGC4473	79100
224021_PM_at	RP1	6101
224022_PM_x_at	WNT16	51384
224023_PM_s_at	C3orf10	55845
224024_PM_at	ERGIC1	57222
224025_PM_s_at	ATG7	10533
224026_PM_at		
224027_PM_at	CCL28	56477
224028_PM_at	CPA6	57094
224029_PM_x_at	SCN11A	11280
224030_PM_s_at	FAM115A	9747
224031_PM_at		
224032_PM_x_at	SPANXA1 /// SPANXA2	30014 /// 728712
224033_PM_at		
224034_PM_at		
224035_PM_s_at	BCL2L13	23786
224036_PM_s_at	LMBR1	64327
224037_PM_at		
224038_PM_at	LOC10431	10431
224039_PM_at	FAM186B	84070
224040_PM_at	TTTY5	83863
224041_PM_at	TTTY6	84672
224042_PM_at	UPB1	51733
224043_PM_s_at	UPB1	51733
224044_PM_at	RHOT1	55288
224045_PM_x_at	C18orf2	56651
224046_PM_s_at	PDE7A	5150
224047_PM_at		
224048_PM_at	USP44	84101
224049_PM_at	KCNK17	89822
224050_PM_s_at		
224051_PM_at		
224052_PM_at	HSFY1 /// HSFY2	159119 /// 86614
224053_PM_s_at	SLC4A9	83697
224054_PM_at		
224055_PM_x_at	KCNK7	10089
224056_PM_at		
224057_PM_s_at	THAP4	51078
224058_PM_s_at	HSD17B7P2	158160
224059_PM_s_at	NUMBL	9253
224060_PM_s_at	DPH5	51611
224061_PM_at	INMT	11185
224062_PM_x_at	KLK4	9622
224063_PM_at	NLN	57486
224064_PM_s_at	DHDDS	79947
224065_PM_at	HIPK2	28996
224066_PM_s_at	HIPK2	28996
224067_PM_at		
224068_PM_x_at	RBM22	55696
224069_PM_x_at	P2RX2	22953
224070_PM_at	tAKR	389932
224071_PM_at	IL20	50604
224072_PM_s_at	KCNK9	51305
224073_PM_at	FLJ20464	54944
224074_PM_at	VSX1	30813
224075_PM_s_at	VSX1	30813
224076_PM_s_at	WHSC1L1	54904
224077_PM_at	WHSC1L1	54904
224078_PM_at	HIATL2	84278
224079_PM_at	IL17C	27189
224080_PM_at		
224081_PM_at		
224082_PM_at		
224083_PM_s_at	PRO1596	29013
224084_PM_at		
224085_PM_at		
224086_PM_at		
224087_PM_at		
224088_PM_at	NMUR2	56923
224089_PM_at		
224090_PM_s_at	TNFRSF19	55504
224091_PM_at		
224092_PM_at	BARHL1	56751
224093_PM_at	IFNK	56832
224094_PM_at		
224095_PM_at	LOC100128175	100128175
224096_PM_at	LOC100130797	100130797
224097_PM_s_at	F11R	50848
224098_PM_at		
224099_PM_at	KCNH7	90134
224100_PM_s_at	DPYSL5	56896
224101_PM_x_at	MRS2	57380
224102_PM_at	P2RY12	64805
224103_PM_at	LOC100132661	100132661
224104_PM_at		
224105_PM_x_at		
224106_PM_at		
224107_PM_at		
224108_PM_at		
224109_PM_at		
224110_PM_at	LOC100133319	100133319
224111_PM_x_at	KLF16	83855
224112_PM_at		
224113_PM_at	CARD14	79092
224114_PM_at	LOC100128286	100128286
224115_PM_at		
224116_PM_at		
224117_PM_at	LOC284912	284912
224118_PM_at	UBE2B	7320
224119_PM_at		
224120_PM_at		
224121_PM_x_at	PLEKHB2	55041
224122_PM_at		
224123_PM_at	DKFZp434F142	84214
224124_PM_at	ZRANB3	84083
224125_PM_at	PLEKHN1	84069
224126_PM_at	SLC10A7	84068
224127_PM_at		
224128_PM_at	C20orf43	51507
224129_PM_s_at	DPY30	84661
224130_PM_s_at	SRA1	10011
224131_PM_at	GPR81	27198
224132_PM_at		
224133_PM_at		
224134_PM_at	MGC10814	84757
224135_PM_at	WDR87	83889
224136_PM_at		
224137_PM_at	CACNG7	59284
224138_PM_at	CBX2	84733
224139_PM_at	C11orf76	220070
224140_PM_at	NPCDR1	246734
224141_PM_at	FLJ38668	644903
224142_PM_s_at	TTTY8 /// TTTY8B	100101118 /// 84673
224143_PM_at	TTTY8 /// TTTY8B	100101118 /// 84673
224144_PM_at	SPTBN4	57731
224145_PM_s_at	SPTBN4	57731
224146_PM_s_at	ABCC11	85320
224147_PM_at	C12orf48	55010
224148_PM_at	FYB	2533
224149_PM_x_at	SLMAP	7871
224150_PM_s_at	CEP70	80321
224151_PM_s_at	AK3	50808
224152_PM_s_at	PBRM1	55193
224153_PM_s_at	C14orf167	55449
224154_PM_at	B3GNT2	10678
224156_PM_x_at	IL17RB	55540
224157_PM_at	KAAG1	353219
224158_PM_s_at	C8orf83	286144
224159_PM_x_at	TRIM4	89122
224160_PM_s_at	ACAD9	28976
224162_PM_s_at	FBXO31	79791
224163_PM_s_at	DMAP1	55929
224164_PM_at	TPM3	7170
224165_PM_s_at	IQCH	64799
224166_PM_at	SLC25A2	83884
224167_PM_at	SPZ1	84654
224168_PM_at	TXNDC2	84203
224169_PM_at	NPFFR2	10886
224170_PM_s_at	TULP4	56995
224171_PM_at	LSM14B	149986
224172_PM_at		
224173_PM_s_at	MRPL30	51263
224174_PM_at	TTTY11	83866
224175_PM_s_at	TRIM34 /// TRIM6-TRIM34	445372 /// 53840
224176_PM_s_at	AXIN2	8313
224177_PM_s_at	CXorf26	51260
224178_PM_s_at	SOX6	55553
224179_PM_s_at	MIOX	55586
224180_PM_x_at	C2orf86	51057
224181_PM_at	C18orf2	56651
224182_PM_x_at	SEMA6B	10501
224183_PM_at		
224184_PM_s_at	BOC	91653
224185_PM_at		
224186_PM_s_at	RNF123	63891
224187_PM_x_at	HSPA8	3312
224188_PM_s_at	XPNPEP3	63929
224189_PM_x_at	EHF	26298
224190_PM_x_at	NOD1	10392
224191_PM_x_at	ROPN1 /// ROPN1B	152015 /// 54763
224192_PM_at	FCRL2	79368
224193_PM_s_at	FCRL2	79368
224194_PM_at	FCRL2	79368
224195_PM_at	TTTY12	83867
224196_PM_x_at	DPH5	51611
224197_PM_s_at	C1QTNF1	114897
224198_PM_at	CELA1	1990
224199_PM_at	DKK2	27123
224200_PM_s_at	RAD18	56852
224201_PM_s_at	SUFU	51684
224202_PM_at	SUFU	51684
224203_PM_at	SUFU	51684
224204_PM_x_at	ARNTL2	56938
224206_PM_x_at	MYNN	55892
224207_PM_x_at	MMP28	79148
224208_PM_at	PLEKHA8	84725
224209_PM_s_at	GDA	9615
224210_PM_s_at	PXMP4	11264
224211_PM_at	FOXP3	50943
224212_PM_s_at	PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2	56134 /// 56135 /// 56136 /// 56137 /// 56138 /// 56139 /// 56140 /// 56141 /// 56142 /// 56143 /// 56144 /// 56145 /// 56146 /// 56147 /// 9752
224213_PM_at	C14orf91	51217
224214_PM_at		
224215_PM_s_at	DLL1	28514
224216_PM_at		
224217_PM_s_at	FAF1	11124
224218_PM_s_at	TRPS1	7227
224219_PM_s_at	TRPC4	7223
224220_PM_x_at	TRPC4	7223
224221_PM_s_at	VAV3	10451
224223_PM_s_at	PDE11A	50940
224224_PM_s_at	PDE11A	50940
224225_PM_s_at	ETV7	51513
224226_PM_at	PKD2L2	27039
224227_PM_s_at	BDP1	55814
224228_PM_s_at	PRDM7	11105
224229_PM_s_at	AKT3	10000
224230_PM_at	IL1F8	27177
224231_PM_at		
224232_PM_s_at	PRELID1	27166
224233_PM_s_at	MSTO1 /// MSTO2P	100129405 /// 55154
224234_PM_at		
224235_PM_at		
224236_PM_s_at		
224237_PM_at		
224238_PM_at		
224239_PM_at	DEFB103A /// DEFB103B	414325 /// 55894
224240_PM_s_at	CCL28	56477
224241_PM_s_at	LOC100132388	100132388
224242_PM_at	GALP	85569
224243_PM_at	APOA5	116519
224244_PM_s_at	APOA5	116519
224245_PM_at	INGX	27160
224246_PM_at		
224247_PM_s_at	MRPS10	55173
224248_PM_x_at	FAM192A	80011
224249_PM_at		
224250_PM_s_at	SECISBP2	79048
224251_PM_at	C10orf79	80217
224252_PM_s_at	FXYD5	53827
224253_PM_at	EXOC5	10640
224254_PM_x_at		
224256_PM_at	LOC100129449	100129449
224257_PM_s_at	PBOV1	59351
224258_PM_at	ELP1P	100169989
224259_PM_at	WNT8A	7478
224260_PM_at		
224261_PM_at		
224262_PM_at	IL1F10	84639
224263_PM_x_at	ZAN	7455
224264_PM_x_at	ZAN	7455
224265_PM_s_at	ZAN	7455
224267_PM_x_at	ZAN	7455
224268_PM_x_at	ZAN	7455
224269_PM_at	KRTAP4-12	83755
224270_PM_at	OCR1	100128298
224271_PM_x_at	FKSG43 /// FRMD8	83786 /// 83957
224272_PM_at	RACGAP1P	83956
224273_PM_at	C3orf20	84077
224274_PM_at	FSCB	84075
224275_PM_at	GPR98	84059
224276_PM_at	ZNF33A	7581
224277_PM_at	MOP-1	643616
224278_PM_at	C2orf14	100132708
224279_PM_s_at	CABYR	26256
224280_PM_s_at	FAM54B	56181
224281_PM_s_at	NGRN	51335
224282_PM_s_at	AGPAT3	56894
224283_PM_x_at	IL18BP	10068
224284_PM_x_at	FKSG49	400949
224285_PM_at	GPR174	84636
224286_PM_at	C1QTNF5 /// MFRP	114902 /// 83552
224287_PM_at		
224288_PM_x_at	FKSG49	400949
224289_PM_s_at	FKSG83	83954
224290_PM_at	VN1R3	317702
224291_PM_at	CACNG6	59285
224292_PM_at	TTTY13	83868
224293_PM_at	TTTY10	246119
224294_PM_at	LOC100128185	100128185
224295_PM_at		
224296_PM_x_at		
224297_PM_s_at	SPTBN4	57731
224298_PM_s_at	UBAC2	337867
224299_PM_x_at	FTCD	10841
224300_PM_x_at	FTCD	10841
224301_PM_x_at	H2AFJ	55766
224302_PM_s_at	MRPS36	92259
224303_PM_x_at	NIN	51199
224304_PM_x_at	NIN	51199
224305_PM_s_at	NPC1L1	29881
224306_PM_at	NPC1L1	29881
224307_PM_x_at	MAGI3	260425
224308_PM_s_at	INTS2	57508
224309_PM_s_at	SUGT1	10910
224310_PM_s_at	BCL11B	64919
224311_PM_s_at	CAB39	51719
224312_PM_x_at	CPSF3L	54973
224313_PM_at	AASDHPPT	60496
224314_PM_s_at	EGLN1	54583
224315_PM_at	DDX20	11218
224316_PM_at		
224318_PM_s_at	KIAA1310	55683
224319_PM_s_at	SMCR7L	54471
224320_PM_s_at	MCM8	84515
224321_PM_at	TMEFF2	23671
224322_PM_at	ARID4B	51742
224323_PM_s_at	MRO	83876
224324_PM_at	MRO	83876
224325_PM_at	FZD8	8325
224326_PM_s_at	PCGF6	84108
224327_PM_s_at	DGAT2	84649
224328_PM_s_at	LCE3D	84648
224329_PM_s_at	CNFN	84518
224330_PM_s_at	MRPL27	51264
224331_PM_s_at	MRPL36	64979
224332_PM_s_at	MRPL43	84545
224333_PM_s_at	MRPS5	64969
224334_PM_s_at	MRPL51 /// SPTLC1	10558 /// 51258
224335_PM_s_at	BACE1	23621
224336_PM_s_at	DUSP16	80824
224337_PM_s_at	FZD4	8322
224338_PM_s_at	RNF26	79102
224339_PM_s_at	ANGPTL1	9068
224340_PM_at		
224341_PM_x_at	TLR4	7099
224342_PM_x_at	LOC96610	96610
224343_PM_x_at	TRD@	6964
224344_PM_at	COX6A1	1337
224345_PM_x_at	FAM162A	26355
224346_PM_at		
224347_PM_x_at	UBE2J2	118424
224348_PM_s_at		
224349_PM_at		
224350_PM_at		
224351_PM_at		
224352_PM_s_at	CFL2	1073
224354_PM_at		
224355_PM_s_at	MS4A8B	83661
224356_PM_x_at	MS4A6A	64231
224357_PM_s_at	MS4A4A	51338
224358_PM_s_at	MS4A7	58475
224359_PM_s_at	HOOK3	84376
224360_PM_s_at	PACSIN1	29993
224361_PM_s_at	IL17RB	55540
224362_PM_at	LOC100128922	100128922
224363_PM_at		
224364_PM_s_at	PPIL3	53938
224365_PM_s_at	TIGD7	91151
224366_PM_s_at	REPS1	85021
224367_PM_at	BEX2	84707
224368_PM_s_at	NDRG3	57446
224369_PM_s_at	FBXO38	81545
224370_PM_s_at	CAPS2	84698
224371_PM_at	ADAMTSL1	92949
224372_PM_at	DCAF6	55827
224373_PM_s_at	DCAF6	55827
224374_PM_s_at	EMILIN2	84034
224375_PM_at		
224376_PM_s_at	C20orf24	55969
224377_PM_s_at	RAB18	22931
224378_PM_x_at	MAP1LC3A	84557
224379_PM_at	FTHL17	53940
224380_PM_s_at	TAF7L	54457
224383_PM_at	RNF17	56163
224384_PM_s_at	RNF17	56163
224385_PM_s_at	MOV10L1	54456
224387_PM_at	COMMD5	28991
224388_PM_s_at	COL25A1	84570
224389_PM_s_at	COL25A1	84570
224390_PM_s_at	RGS8	85397
224391_PM_s_at	SIAE	54414
224392_PM_s_at	OPN3	23596
224393_PM_s_at	CECR6	27439
224394_PM_at	RNF7	9616
224395_PM_s_at	RNF7	9616
224396_PM_s_at	ASPN	54829
224397_PM_s_at	TMTC1	83857
224398_PM_at		
224399_PM_at	PDCD1LG2	80380
224400_PM_s_at	CHST9	83539
224401_PM_s_at	FCRL4	83417
224402_PM_s_at	FCRL4	83417
224403_PM_at	FCRL4	83417
224404_PM_s_at	FCRL5	83416
224405_PM_at	FCRL5	83416
224406_PM_s_at	FCRL5	83416
224407_PM_s_at	MST4	51765
224408_PM_at	MCHR2	84539
224409_PM_s_at	TSSK6	83983
224410_PM_s_at	LMBR1	64327
224411_PM_at	PLA2G12B	84647
224412_PM_s_at	TRPM6	140803
224413_PM_s_at	TM2D2	83877
224414_PM_s_at	CARD6	84674
224415_PM_s_at	HINT2	84681
224416_PM_s_at	MED28	80306
224417_PM_at		
224418_PM_x_at	PMCHL1	5369
224419_PM_x_at	PMCHL1	5369
224421_PM_x_at	PMCHL1	5369
224422_PM_x_at	PMCHL2	5370
224423_PM_x_at	PMCHL2	5370
224424_PM_x_at	FKSG73	440888
224425_PM_x_at	FKSG73	440888
224426_PM_s_at	FKSG73	440888
224427_PM_s_at	PAPOLG	64895
224428_PM_s_at	CDCA7	83879
224429_PM_x_at		
224430_PM_s_at	MTO1	25821
224431_PM_s_at	SUV420H2	84787
224432_PM_at	SH3GLB2	56904
224433_PM_s_at	DDX54	79039
224434_PM_s_at	WDR83	84292
224435_PM_at	C10orf58	84293
224436_PM_s_at	NIPSNAP3A	25934
224437_PM_s_at	VTA1	51534
224438_PM_at		
224439_PM_x_at	RNF7	9616
224441_PM_s_at	USP45	85015
224442_PM_at	PHF6	84295
224443_PM_at	C1orf97	84791
224444_PM_s_at	C1orf97	84791
224445_PM_s_at	ZFYVE21	79038
224446_PM_at	LLPH	84298
224447_PM_s_at	C17orf37	84299
224448_PM_s_at	C6orf125	84300
224449_PM_at	DDI2	84301
224450_PM_s_at	RIOK1	83732
224451_PM_x_at	ARHGAP9	64333
224452_PM_s_at	C7orf70	84792
224453_PM_s_at	ETNK1	55500
224454_PM_at	ETNK1	55500
224455_PM_s_at	ADPGK	83440
224456_PM_s_at	MGC12982	84793
224457_PM_at	MGC12982	84793
224458_PM_at	C9orf125	84302
224459_PM_at	L2HGDH	79944
224460_PM_s_at	L2HGDH	79944
224461_PM_s_at	AIFM2	84883
224462_PM_s_at	CHCHD6	84303
224463_PM_s_at	C11orf70	85016
224464_PM_s_at	NUDT22	84304
224465_PM_s_at	WIBG	84305
224466_PM_s_at	MAFG	4097
224467_PM_s_at	PDCD2L	84306
224468_PM_s_at	C19orf48	84798
224469_PM_s_at	INF2	64423
224470_PM_at	SEC22C	9117
224471_PM_s_at	BTRC	8945
224472_PM_x_at	SDF4	51150
224473_PM_x_at	LZTS2	84445
224474_PM_x_at	SMEK2	57223
224475_PM_at		
224476_PM_s_at	MESP1	55897
224477_PM_s_at	NUDT16L1	84309
224478_PM_s_at	C7orf50	84310
224479_PM_s_at	MRPL45	84311
224480_PM_s_at	AGPAT9	84803
224481_PM_s_at	HECTD1	25831
224482_PM_s_at	RAB11FIP4	84440
224483_PM_s_at	MFSD9	84804
224484_PM_s_at	BRMS1L	84312
224485_PM_s_at	SLC30A2	7780
224486_PM_s_at	C15orf41	84529
224487_PM_at		
224488_PM_s_at	SPON1	10418
224489_PM_at	KIAA1267 /// LOC100294337	100294337 /// 284058
224490_PM_s_at	KIAA1267 /// LOC100294337	100294337 /// 284058
224491_PM_at	APOL4	80832
224492_PM_s_at	ZNF627	199692
224493_PM_x_at	C18orf45	85019
224494_PM_x_at	HSD17B14	51171
224495_PM_at	TMEM107	84314
224496_PM_s_at	TMEM107	84314
224497_PM_x_at	HSD17B14	51171
224498_PM_x_at	AXIN2	8313
224499_PM_s_at	AICDA	57379
224500_PM_s_at	MON1A	84315
224501_PM_at	C1orf170	84808
224502_PM_s_at	KIAA1191	57179
224503_PM_s_at	ZCCHC2	54877
224504_PM_s_at	BUD13	84811
224505_PM_s_at	PLCD4	84812
224506_PM_s_at	PPAPDC3	84814
224507_PM_s_at	MGC12916	84815
224508_PM_at	MGC12916	84815
224509_PM_s_at	RTN4IP1	84816
224510_PM_s_at	CLPB	81570
224511_PM_s_at	TXNDC17	84817
224512_PM_s_at	LSMD1	84316
224513_PM_s_at	UBQLN4	56893
224514_PM_x_at	IL17RC	84818
224515_PM_at		
224516_PM_s_at	CXXC5	51523
224517_PM_at	POLR2J4	84820
224518_PM_s_at	ZNF559	84527
224519_PM_at	LOC100132167	100132167
224520_PM_s_at	BEST3	144453
224521_PM_s_at	CCDC77	84318
224522_PM_s_at	DCAKD	79877
224523_PM_s_at	C3orf26	84319
224524_PM_s_at	ASB3 /// GPR75 /// LOC100302652	100302652 /// 10936 /// 51130
224525_PM_s_at	OLA1	29789
224526_PM_at	LOC100132319	100132319
224527_PM_at	CDH23	64072
224528_PM_s_at	KCNIP2	30819
224529_PM_s_at	NT5C1A	84618
224530_PM_s_at	KCNIP4	80333
224531_PM_at	GPR61	83873
224532_PM_at	USP26	83844
224533_PM_s_at		
224534_PM_at	KREMEN1	83999
224535_PM_s_at	MRP63	78988
224536_PM_s_at	PCDHGC5	56097
224537_PM_at	PCDHGC5	56097
224538_PM_s_at	PARD6G	84552
224539_PM_s_at	PCDHAC2	56134
224540_PM_at	LACRT	90070
224542_PM_s_at	NFATC2	4773
224543_PM_at	SVEP1	79987
224545_PM_at		
224546_PM_at		
224547_PM_at		
224548_PM_at	HES7	84667
224549_PM_x_at		
224550_PM_s_at	MRVI1	10335
224551_PM_s_at	SPTBN4	57731
224552_PM_s_at	KCNK4	50801
224553_PM_s_at	TNFRSF18	8784
224554_PM_at	GHSR	2693
224555_PM_x_at	IL1F7	27178
224556_PM_s_at	LHX6	26468
224557_PM_x_at	P2RX2	22953
224558_PM_s_at	MALAT1	378938
224559_PM_at	MALAT1	378938
224560_PM_at	TIMP2	7077
224561_PM_s_at	MORF4L1	10933
224562_PM_at	WASF2	10163
224563_PM_at	WASF2	10163
224564_PM_s_at	RTN3	10313
224565_PM_at	NEAT1	283131
224566_PM_at	NEAT1	283131
224567_PM_x_at	MALAT1	378938
224568_PM_x_at	MALAT1	378938
224569_PM_s_at	IRF2BP2	359948
224570_PM_s_at	IRF2BP2	359948
224571_PM_at	IRF2BP2	359948
224572_PM_s_at	IRF2BP2	359948
224573_PM_at	RNASEK	440400
224574_PM_at	C17orf49	124944
224575_PM_at	C3orf10	55845
224576_PM_at	ERGIC1	57222
224577_PM_at	ERGIC1	57222
224578_PM_at	RCC2	55920
224579_PM_at	SLC38A1	81539
224580_PM_at	SLC38A1	81539
224581_PM_s_at	NUCKS1	64710
224582_PM_s_at	NUCKS1	64710
224583_PM_at	COTL1	23406
